J0,k1,k2,k3,k4,k5,k6,k,kappa,q,K1,psi,N,A,Size
0.6440864953837606,100.0,1.9622073182582012,7.49100204278139,91.12962735297434,1.4391449080132686,5.6577828453572465,4.941989362291836,8.694127472668129,1.0,0.1,0.2382221903246571,1.6930478364770218,4.668124370434372,5
0.2694715568658208,100.0,2.1360096295306894,11.29181219393063,94.32299320021177,1.4838123126715934,4.908363021245383,4.7003994807353235,10.128236000506543,1.0,0.1,0.08443945494433855,1.8909996692237168,4.1432025161795645,5
0.5667462089481806,100.0,2.085976947265763,9.329682890462824,94.68818595791693,1.64512165204242,7.470876507758148,4.768162686658884,8.384785851552142,1.0,0.1,0.2696544778328057,1.9114379033482474,4.189212590092465,5
0.2708788720294417,100.0,1.946346073515784,6.424544422659657,90.86552535890122,1.3325504589828256,5.912218384578723,4.4174759319664245,8.488274853030255,1.0,0.1,0.17518938693091918,1.8087645933075458,4.7719421567932905,5
0.3669458880520442,100.0,2.063082392114587,8.008937676960498,90.66349678382265,1.1440117948712891,7.488212245291024,6.2583110858855795,10.229753136706627,1.0,0.1,0.14770288191879394,1.7323511661464432,4.261340526242813,5
0.23697678003747527,100.0,1.8698163533914118,6.8042514577352655,86.01522949154503,1.3191847569899993,5.298282747650173,4.464088466033634,7.523592370715043,1.0,0.1,0.2111626987231467,1.6824836439885114,4.396017311348169,5
0.014169770002969744,100.0,2.0143407024310287,6.448430116704549,91.48980922898548,1.2717967395822123,6.798001753351967,4.375902471833153,10.74387497579103,1.0,0.1,0.18828112821862966,1.798453977995078,4.519083065765529,5
0.97946753630273,100.0,2.0418415089106974,10.922141966652893,93.8794783926933,1.7628524775203007,6.390516390049024,4.489430990287724,8.952726888311906,1.0,0.1,0.18845638037547627,1.850494741921383,4.027045907925185,5
0.5292490095389253,100.0,1.9405100932131663,7.392506335695079,90.93477646213175,1.3054730460103636,5.538877955284186,4.820061116421241,8.531467554890913,1.0,0.1,0.26776541819076954,1.7569459785860764,4.35899438728555,5
0.5799905002375987,100.0,2.0402180196050304,8.507963939040696,95.03285905380476,1.599463148088815,8.038978395453402,5.01145714451888,8.42324300343743,1.0,0.1,0.2648723142446337,1.8345411890836736,4.181739951226417,5
1.1732390480504498,100.0,2.3585187471075497,8.285636340256627,99.40281408037336,1.4960466360147449,10.818220434799109,0.8657334697038778,10.097727019891444,1.0,0.1,0.5053471267168376,2.332099319152854,2.818071174016538,5
0.3926352014546196,100.0,2.138702741264703,8.55473615127079,95.46489290911651,1.4043839713297332,6.2620773269870975,4.888274171045856,9.041559625445732,1.0,0.1,0.1430973779951111,1.9353154757371145,4.342930281961163,5
0.4352363766539857,100.0,2.0953864220788896,7.559573923533091,93.44171553782513,1.4630444151723838,6.288729391558978,5.092770335819939,7.380384031643507,1.0,0.1,0.30194253157448897,1.7779036844736489,4.5585061022750475,5
0.3436509776650467,100.0,1.9293233287875116,8.63873131877846,91.7256644597191,0.9440230592435935,10.953728861347049,5.490232255822049,10.231727377254977,1.0,0.1,0.17938854083782757,1.7367487076003707,3.6780296608109198,5
0.3235574597629804,100.0,2.0227396645552367,6.31991305547273,92.79537167782188,0.9770773999532699,8.690117498600474,6.130699520172401,12.365603726235625,1.0,0.1,-0.03469029381638182,1.7765040939209378,4.592942534914674,5
0.1791458210870376,100.0,1.9913429057633407,9.475204613828586,92.13698477745848,1.7017646986762873,7.4620321684278315,4.530595165806932,6.936521049031071,1.0,0.1,0.43105701944791736,1.8087266061910923,4.195656562353443,5
0.2515198307063751,100.0,2.070398250934718,8.678584230009363,92.07803255112405,1.4366725119935715,4.568488750542505,4.589857421002103,8.531109515952927,1.0,0.1,0.14926175427379135,1.8131333158719414,4.313919313265453,5
0.8048224471845677,100.0,2.080927491686215,9.537178977290413,92.0447460191742,1.3780423441079181,8.971945521712952,4.249858389290771,5.915019861924134,1.0,0.1,0.8256134670368379,1.940869650990538,4.249003127733118,5
0.22515357716636453,100.0,2.0750977344166537,7.532223119021247,96.28942378007365,1.450131675006792,6.25658544339317,4.837388879465991,9.550222793153424,1.0,0.1,0.09682792009565878,1.9685733546740543,4.594120979366431,5
0.08069205367630906,100.0,2.034857608667193,8.95376705427948,92.51168977760922,1.5865780160193412,5.34938921287808,3.6779920970333313,6.703317031373009,1.0,0.1,0.29419439533002073,1.8249124646513002,4.194587828674628,5
0.2585229873106295,100.0,2.1810358261755214,8.901997506547596,94.44704047521073,1.5403294876648979,6.37247180944161,5.5474315027965995,9.36017523513732,1.0,0.1,0.15669675655200066,1.854278751164109,4.3541114192813914,5
0.18940113096498812,100.0,1.9918421050779522,8.327270776141741,91.83260414284298,1.5211782430282195,5.290301141642481,5.143585257324249,9.036719588580116,1.0,0.1,0.11615446972454212,1.709038707317242,4.271764275352606,5
0.37991652882354626,100.0,2.087549689457863,7.115774192461079,94.15820975440377,1.4840537132348313,4.767166541836697,4.779576091629944,8.05958684703681,1.0,0.1,0.21127822651198808,1.89862926256744,4.810790193786888,5
0.27020008074048524,100.0,2.176340049354325,8.216853783854067,96.04247998331809,1.2529215642465292,7.969143630291313,4.1853839211457515,9.285807137506348,1.0,0.1,0.21050680406900743,1.9205713066178407,4.374161268443688,5
0.6673293483065313,100.0,2.0135748315271584,7.553323625252651,89.44708678555524,1.315306037847248,5.456913866468024,4.230341708951779,9.427783973756892,1.0,0.1,0.2504990726483314,1.7703925891728285,4.458234944563541,5
0.4972666816136295,100.0,2.111176629866753,8.567805623576973,91.48272742697709,1.432879283182839,6.028929266645611,5.564152090380047,9.59558283963688,1.0,0.1,0.1115678242230309,1.828077758204124,4.352755750328444,5
0.5867191227921331,100.0,2.1502268544288246,8.209950744919297,92.71296333596251,1.2396820978687042,5.814900103169287,4.744403525888315,7.91244674233345,1.0,0.1,0.22489322572576623,1.8058526538283322,4.415473184097125,5
0.41014589840608084,100.0,1.87756052598627,6.975100304939603,87.56921313517358,1.0763186244119691,6.281877589362279,4.5370291852228,7.807913033846214,1.0,0.1,0.20437093181352634,1.6223732791609158,4.235663287389675,5
0.5669770257924855,100.0,2.1223745602977617,8.314806776383277,92.92025616453576,1.4560473079101404,6.517779922584763,4.303974288675182,9.704790821825092,1.0,0.1,0.13052272666608955,1.8911024625149273,4.316963211253373,5
0.6172878417850907,100.0,1.933292085535306,7.186816062182619,86.7815878619158,1.5932140207403955,5.077827001668462,4.844728214380028,6.438157749533382,1.0,0.1,0.2650942747000215,1.7178499307221,4.61098325182029,5
0.6843730413702147,100.0,1.7494617819582423,9.345473693448954,93.61925841936926,1.5394156842251292,10.95160913912177,5.231628875432403,9.287836099698382,1.0,0.1,0.3381253474929138,1.739700649699813,3.5373655394042864,15
1.0521594695002217,100.0,1.9563426989686914,8.95109433290179,95.14185939872554,1.2440766069295879,8.914715513050112,4.729514398597613,9.753227146000212,1.0,0.1,0.4517550901802321,1.8038642458715497,4.0427156361198815,15
0.7170414370868858,100.0,1.9328503906383925,7.963767615704664,96.53812756699568,1.2278847417433698,6.581432702640934,5.30887775876275,8.733236903344771,1.0,0.1,0.5199325134571215,1.7427528892601338,4.008919514573961,15
0.4918812402034014,100.0,1.6566807904929894,9.254194702253862,86.86938237986091,1.3640765971155873,4.774608251424882,8.841604988709133,13.0917052121157,1.0,0.1,-0.014138123269721392,1.4745194597042042,3.774625857516952,15
0.7452914578001549,100.0,1.6689585513240448,8.816435838049806,98.80956813664912,1.893929392304642,10.094523579340457,1.5514665630276108,9.949900826306639,1.0,0.1,-0.45873605656369953,1.6458433636228487,2.1810715631930764,15
1.0985367910643145,100.0,1.9433904913776165,9.412690031318776,95.16037063973171,1.198854821566407,8.843787509789971,4.642069919119143,9.160586650110394,1.0,0.1,0.5826668746222335,1.7954169454354747,3.9880067466030735,15
1.295073076645016,100.0,2.070561689871096,9.686843118264019,96.35916583179149,1.7019757679607752,8.308100493052903,4.930648934408789,9.711704919762585,1.0,0.1,0.5080608115727435,1.8721699177562352,4.217759530131382,15
0.999246145299144,100.0,1.8610908124826755,9.52170283080443,93.63118746456412,1.0890615522156009,8.320697129959752,4.882849942050219,8.748729591606256,1.0,0.1,0.4168719724254159,1.7100655665683095,4.073147748784367,15
1.3113430043928869,100.0,1.890208419198858,9.308493556556142,90.53691573121684,1.2892320688079848,8.205899780242095,4.995625959738313,8.91589383780991,1.0,0.1,0.347125560377559,1.8052259711125453,4.069742753205383,15
0.9904044510443911,100.0,1.762867640577025,9.110176694565046,91.40189259353384,1.5526573324034294,7.85170421011333,6.537817995835669,11.390428109746622,1.0,0.1,0.22443933600504373,1.6331427145468538,4.0270478156201435,15
0.8317306362108065,100.0,1.9741530367272977,10.403170587460815,94.7785999378014,1.6467853695523693,7.204905201885427,5.292301748796528,10.065274628026263,1.0,0.1,0.2949100181943484,1.8128786744264898,4.058557539243167,15
0.20465981984432946,100.0,0.7501906597606899,9.004660435067702,99.00467403144347,1.995339659784101,10.249806982451284,1.7953401565420721,9.950189011084328,1.0,0.1,0.14980959651804462,0.7501906054450167,1.9953397236385761,15
1.1935989085037868,100.0,1.8109469495471129,7.753195870461937,92.1025143625137,1.2749251693651376,7.7273863786268,4.551539713247676,8.96133124460364,1.0,0.1,0.5022636759446906,1.6196691790241942,4.1372288145811185,15
1.0224070996281995,100.0,1.8445442619674646,9.67348301497174,93.74243863432568,0.9892117866438025,7.669680943529186,4.559606409567135,7.919794694147604,1.0,0.1,0.640495180143125,1.6381535952709043,3.713289256683053,15
0.9357668646970784,100.0,2.0190744773791764,10.000866575383474,96.0229893814248,1.4228311768571587,9.15744473517618,5.038940546834811,10.595985801725295,1.0,0.1,0.47361993564503857,1.9028353025035414,4.096797365958446,15
1.4884956127274684,100.0,1.4405145107511756,9.167510398012126,99.18432102229524,1.8230879712467178,10.55124884977643,1.571005224230356,9.76742196691579,1.0,0.1,0.4112720301201428,1.4433733803752584,1.8303845612883898,15
0.41406525969803687,100.0,1.448259263298244,9.265173689524959,99.26818918401517,1.7213000855023415,9.658772393306059,0.4109375348566603,10.695141242478979,1.0,0.1,-0.5057586091367673,1.4425289174070859,1.7341742662997912,15
1.0308742667260868,100.0,1.8338184952745313,8.700659692154872,94.86652331279468,1.1951982805577506,8.1184394034142,4.493697663893312,8.049886709753705,1.0,0.1,0.44326812231857066,1.703217465458757,4.118414174948766,15
