"","Train.Loss","Test.Loss","Replicate","Size","Batch.Time","Batch.Size","Learning.Rate","Learning.Rate.Step","Iterations","Wall.Time","Experiment","Structure"
"1",0.417243987321854,0.615641474723816,0,5,16,64,0.1,500,500,12.9809498786926,"Glycolysis","KnownHybrid"
"2",0.216112285852432,0.0855869799852371,0,5,16,64,0.1,500,1000,25.9783000946045,"Glycolysis","KnownHybrid"
"3",0.400557368993759,0.211906924843788,0,5,16,64,0.1,500,2000,51.9304502010345,"Glycolysis","KnownHybrid"
"4",0.307500153779984,0.267634063959122,0,5,16,64,0.1,500,4000,103.903866291046,"Glycolysis","KnownHybrid"
"5",0.546232879161835,0.481956213712692,0,5,16,64,0.1,1000,500,12.9418451786041,"Glycolysis","KnownHybrid"
"6",0.285832494497299,0.55279803276062,0,5,16,64,0.1,1000,1000,25.9320247173309,"Glycolysis","KnownHybrid"
"7",0.331405162811279,0.102353364229202,0,5,16,64,0.1,1000,2000,51.9459540843964,"Glycolysis","KnownHybrid"
"8",0.288288712501526,0.240121856331825,0,5,16,64,0.1,1000,4000,103.964331388474,"Glycolysis","KnownHybrid"
"9",0.241278752684593,0.183441564440727,0,5,16,64,0.01,500,500,12.984278678894,"Glycolysis","KnownHybrid"
"10",0.215265586972237,0.219835847616196,0,5,16,64,0.01,500,1000,26.0573189258575,"Glycolysis","KnownHybrid"
"11",0.167094469070435,0.188498094677925,0,5,16,64,0.01,500,2000,52.1703746318817,"Glycolysis","KnownHybrid"
"12",0.220699608325958,0.297234505414963,0,5,16,64,0.01,500,4000,104.036593675613,"Glycolysis","KnownHybrid"
"13",0.395452857017517,0.535749495029449,0,5,16,64,0.01,1000,500,13.0040612220764,"Glycolysis","KnownHybrid"
"14",0.244064807891846,0.225838780403137,0,5,16,64,0.01,1000,1000,26.0464787483215,"Glycolysis","KnownHybrid"
"15",0.397065490484238,0.367313176393509,0,5,16,64,0.01,1000,2000,52.1500425338745,"Glycolysis","KnownHybrid"
"16",0.197731673717499,0.236812114715576,0,5,16,64,0.01,1000,4000,104.145652532578,"Glycolysis","KnownHybrid"
"17",0.548390328884125,0.81751412153244,0,5,16,128,0.1,500,500,13.230030298233,"Glycolysis","KnownHybrid"
"18",0.463855415582657,0.535033702850342,0,5,16,128,0.1,500,1000,26.6860203742981,"Glycolysis","KnownHybrid"
"19",0.394788146018982,0.338112413883209,0,5,16,128,0.1,500,2000,53.2906126976013,"Glycolysis","KnownHybrid"
"20",0.405856937170029,0.366805464029312,0,5,16,128,0.1,500,4000,106.692265748978,"Glycolysis","KnownHybrid"
"21",0.54100090265274,0.739529669284821,0,5,16,128,0.1,1000,500,13.2651224136353,"Glycolysis","KnownHybrid"
"22",0.222263634204865,0.0786749720573425,0,5,16,128,0.1,1000,1000,26.4490435123444,"Glycolysis","KnownHybrid"
"23",0.496163070201874,0.664264023303986,0,5,16,128,0.1,1000,2000,53.1752803325653,"Glycolysis","KnownHybrid"
"24",0.260480642318726,0.173707261681557,0,5,16,128,0.1,1000,4000,106.447053432465,"Glycolysis","KnownHybrid"
"25",0.276335328817368,0.503288388252258,0,5,16,128,0.01,500,500,13.2610905170441,"Glycolysis","KnownHybrid"
"26",0.237588986754417,0.479128956794739,0,5,16,128,0.01,500,1000,26.603527545929,"Glycolysis","KnownHybrid"
"27",0.260204374790192,0.220211699604988,0,5,16,128,0.01,500,2000,53.0825173854828,"Glycolysis","KnownHybrid"
"28",0.150065898895264,0.109339170157909,0,5,16,128,0.01,500,4000,106.496072053909,"Glycolysis","KnownHybrid"
"29",0.3878173828125,0.664916753768921,0,5,16,128,0.01,1000,500,13.3491756916046,"Glycolysis","KnownHybrid"
"30",0.429216116666794,0.513964235782623,0,5,16,128,0.01,1000,1000,26.6594521999359,"Glycolysis","KnownHybrid"
"31",0.260241568088531,0.258577167987823,0,5,16,128,0.01,1000,2000,53.304080247879,"Glycolysis","KnownHybrid"
"32",0.300908952951431,0.302034139633179,0,5,16,128,0.01,1000,4000,106.482196569443,"Glycolysis","KnownHybrid"
"33",0.20154020190239,0.167198553681374,0,5,16,256,0.1,500,500,13.9139795303345,"Glycolysis","KnownHybrid"
"34",0.321210503578186,0.108959637582302,0,5,16,256,0.1,500,1000,27.7149791717529,"Glycolysis","KnownHybrid"
"35",0.283106118440628,0.212058544158936,0,5,16,256,0.1,500,2000,55.4605889320374,"Glycolysis","KnownHybrid"
"36",0.476227045059204,0.379723250865936,0,5,16,256,0.1,500,4000,111.195751190186,"Glycolysis","KnownHybrid"
"37",0.273051559925079,0.124505162239075,0,5,16,256,0.1,1000,500,13.8610184192657,"Glycolysis","KnownHybrid"
"38",0.328103125095367,0.197933465242386,0,5,16,256,0.1,1000,1000,27.7278292179108,"Glycolysis","KnownHybrid"
"39",0.402556538581848,0.609694421291351,0,5,16,256,0.1,1000,2000,55.6459419727325,"Glycolysis","KnownHybrid"
"40",0.321444183588028,0.177157506346703,0,5,16,256,0.1,1000,4000,111.070673704147,"Glycolysis","KnownHybrid"
"41",0.259216755628586,0.457133412361145,0,5,16,256,0.01,500,500,13.8899269104004,"Glycolysis","KnownHybrid"
"42",0.211531832814217,0.105244591832161,0,5,16,256,0.01,500,1000,27.8416893482208,"Glycolysis","KnownHybrid"
"43",0.222667500376701,0.107163064181805,0,5,16,256,0.01,500,2000,55.6297273635864,"Glycolysis","KnownHybrid"
"44",0.21661850810051,0.112466000020504,0,5,16,256,0.01,500,4000,111.123195886612,"Glycolysis","KnownHybrid"
"45",0.218448475003242,0.237907662987709,0,5,16,256,0.01,1000,500,13.8511011600494,"Glycolysis","KnownHybrid"
"46",0.48967108130455,0.605513513088226,0,5,16,256,0.01,1000,1000,27.7563529014587,"Glycolysis","KnownHybrid"
"47",0.3665511906147,0.313939571380615,0,5,16,256,0.01,1000,2000,55.6994984149933,"Glycolysis","KnownHybrid"
"48",0.453666687011719,0.458430677652359,0,5,16,256,0.01,1000,4000,110.986351013184,"Glycolysis","KnownHybrid"
"49",0.323561787605286,0.171832799911499,0,5,32,64,0.1,500,500,26.9887742996216,"Glycolysis","KnownHybrid"
"50",0.490861833095551,0.624970674514771,0,5,32,64,0.1,500,1000,54.357293844223,"Glycolysis","KnownHybrid"
"51",0.174466520547867,0.258794903755188,0,5,32,64,0.1,500,2000,108.923756361008,"Glycolysis","KnownHybrid"
"52",0.297488123178482,0.384244471788406,0,5,32,64,0.1,500,4000,216.492800951004,"Glycolysis","KnownHybrid"
"53",0.350089490413666,0.291180729866028,0,5,32,64,0.1,1000,500,27.1179895401001,"Glycolysis","KnownHybrid"
"54",0.19802238047123,0.0983136519789696,0,5,32,64,0.1,1000,1000,54.3923552036285,"Glycolysis","KnownHybrid"
"55",0.384183466434479,0.498698264360428,0,5,32,64,0.1,1000,2000,109.798418283463,"Glycolysis","KnownHybrid"
"56",0.446136951446533,0.423589646816254,0,5,32,64,0.1,1000,4000,216.265355348587,"Glycolysis","KnownHybrid"
"57",0.298241347074509,0.152246475219727,0,5,32,64,0.01,500,500,26.8877415657043,"Glycolysis","KnownHybrid"
"58",0.196672037243843,0.167797848582268,0,5,32,64,0.01,500,1000,54.0622098445892,"Glycolysis","KnownHybrid"
"59",0.195291116833687,0.116410128772259,0,5,32,64,0.01,500,2000,108.873489618301,"Glycolysis","KnownHybrid"
"60",0.186828643083572,0.118540078401566,0,5,32,64,0.01,500,4000,217.196489572525,"Glycolysis","KnownHybrid"
"61",0.232962280511856,0.158667773008347,0,5,32,64,0.01,1000,500,27.0226390361786,"Glycolysis","KnownHybrid"
"62",0.366163492202759,0.426931440830231,0,5,32,64,0.01,1000,1000,54.1500749588013,"Glycolysis","KnownHybrid"
"63",0.344624936580658,0.514944314956665,0,5,32,64,0.01,1000,2000,108.853239059448,"Glycolysis","KnownHybrid"
"64",0.261288702487946,0.228797510266304,0,5,32,64,0.01,1000,4000,218.188734292984,"Glycolysis","KnownHybrid"
"65",0.24204109609127,0.369331866502762,0,5,32,128,0.1,500,500,28.1326115131378,"Glycolysis","KnownHybrid"
"66",0.277984499931335,0.356453716754913,0,5,32,128,0.1,500,1000,56.2392480373383,"Glycolysis","KnownHybrid"
"67",0.196988731622696,0.236637279391289,0,5,32,128,0.1,500,2000,111.607994794846,"Glycolysis","KnownHybrid"
"68",0.452659666538239,0.363623470067978,0,5,32,128,0.1,500,4000,226.674349546432,"Glycolysis","KnownHybrid"
"69",0.222852393984795,0.465237706899643,0,5,32,128,0.1,1000,500,28.2171411514282,"Glycolysis","KnownHybrid"
"70",0.134263679385185,0.157565712928772,0,5,32,128,0.1,1000,1000,55.8149139881134,"Glycolysis","KnownHybrid"
"71",0.4200738966465,0.333201080560684,0,5,32,128,0.1,1000,2000,112.935063362122,"Glycolysis","KnownHybrid"
"72",0.221478551626205,0.252649575471878,0,5,32,128,0.1,1000,4000,224.617868900299,"Glycolysis","KnownHybrid"
"73",0.222513765096664,0.134922564029694,0,5,32,128,0.01,500,500,27.8960716724396,"Glycolysis","KnownHybrid"
"74",0.204100295901299,0.276820510625839,0,5,32,128,0.01,500,1000,55.8707895278931,"Glycolysis","KnownHybrid"
"75",0.237176567316055,0.221795469522476,0,5,32,128,0.01,500,2000,111.654110193253,"Glycolysis","KnownHybrid"
"76",0.199196919798851,0.360480397939682,0,5,32,128,0.01,500,4000,223.628172397614,"Glycolysis","KnownHybrid"
"77",0.4081751704216,0.510194182395935,0,5,32,128,0.01,1000,500,27.8374590873718,"Glycolysis","KnownHybrid"
"78",0.354657143354416,0.493808180093765,0,5,32,128,0.01,1000,1000,56.1366648674011,"Glycolysis","KnownHybrid"
"79",0.33365535736084,0.336818933486938,0,5,32,128,0.01,1000,2000,111.406472444534,"Glycolysis","KnownHybrid"
"80",0.281856536865234,0.375916689634323,0,5,32,128,0.01,1000,4000,222.62105679512,"Glycolysis","KnownHybrid"
"81",0.496980488300323,0.761874794960022,0,5,32,256,0.1,500,500,29.9200716018677,"Glycolysis","KnownHybrid"
"82",0.271658033132553,0.284864753484726,0,5,32,256,0.1,500,1000,59.32199883461,"Glycolysis","KnownHybrid"
"83",0.361200332641602,0.305907249450684,0,5,32,256,0.1,500,2000,119.07555270195,"Glycolysis","KnownHybrid"
"84",0.331587702035904,0.359643936157227,0,5,32,256,0.1,500,4000,238.374934196472,"Glycolysis","KnownHybrid"
"85",0.262278735637665,0.383872747421265,0,5,32,256,0.1,1000,500,30.0322470664978,"Glycolysis","KnownHybrid"
"86",0.414055168628693,0.532774925231934,0,5,32,256,0.1,1000,1000,59.1753945350647,"Glycolysis","KnownHybrid"
