Train Loss,Test Loss,Replicate,Size,Attempts
0.02263914979994297,0.03969298675656319,0,5,2
0.023709921166300774,0.040265776216983795,1,5,1
0.023913398385047913,0.03703472018241882,2,5,1
0.023511122912168503,0.03902869671583176,3,5,2
0.023888785392045975,0.03464054316282272,4,5,1
0.023305460810661316,0.03628762438893318,5,5,1
0.02313823252916336,0.038856662809848785,6,5,1
0.023457372561097145,0.041388366371393204,7,5,1
0.023727387189865112,0.0380060188472271,8,5,1
0.02359684370458126,0.04248971864581108,9,5,2
0.023638779297471046,0.03921511769294739,10,5,1
0.023447290062904358,0.034803345799446106,11,5,1
0.023635169491171837,0.04451135918498039,12,5,1
0.0233144611120224,0.03459029272198677,13,5,1
0.023423347622156143,0.036862824112176895,14,5,2
0.024130623787641525,0.0396856889128685,15,5,1
,,16,5,1
0.02427922934293747,0.04271618276834488,17,5,1
0.02378467470407486,0.03717775270342827,18,5,1
0.02263285219669342,0.04148111864924431,19,5,1
0.023958172649145126,0.044602733105421066,20,5,1
0.023597795516252518,0.03900473937392235,21,5,1
0.02374412678182125,0.03903403505682945,22,5,1
0.023921016603708267,0.043852873146533966,23,5,1
0.0238048005849123,0.03614424169063568,24,5,1
0.024594256654381752,0.03668218106031418,25,5,1
0.024261031299829483,0.040937911719083786,26,5,1
0.02224615216255188,0.036941733211278915,27,5,1
0.024248287081718445,0.044936273247003555,28,5,1
0.024384381249547005,0.045152075588703156,29,5,1
0.024274662137031555,0.04474402964115143,30,5,1
0.023767732083797455,0.040033724159002304,31,5,1
3.5220844745635986,3.4572043418884277,32,5,1
0.02197280153632164,0.03398104012012482,33,5,1
0.024545466527342796,0.0440787672996521,34,5,1
0.023980408906936646,0.04051626846194267,35,5,1
0.024122269824147224,0.03897663578391075,36,5,1
0.022936619818210602,0.03563242405653,37,5,1
0.02349592186510563,0.0422963909804821,38,5,1
0.02392883040010929,0.038917187601327896,39,5,1
0.023475132882595062,0.03541791811585426,40,5,3
0.023536326363682747,0.040644243359565735,41,5,1
0.02427532896399498,0.03868074342608452,42,5,1
0.025021681562066078,0.046580057591199875,43,5,1
0.022685309872031212,0.03892902657389641,44,5,1
0.023352520540356636,0.04120941460132599,45,5,1
0.02316010184586048,0.036081891506910324,46,5,1
0.02197454124689102,0.033546365797519684,47,5,1
0.02351928874850273,0.03597716614603996,48,5,1
0.023116888478398323,0.040885280817747116,49,5,1
0.024033185094594955,0.045095644891262054,0,10,1
0.023671124130487442,0.04194273054599762,1,10,2
0.022350182756781578,0.034484878182411194,2,10,1
0.022482406347990036,0.039413269609212875,3,10,1
0.02236752212047577,0.039540305733680725,4,10,1
0.023520467802882195,0.040408819913864136,5,10,1
0.022906307131052017,0.03660672530531883,6,10,1
0.023291543126106262,0.04003820940852165,7,10,1
0.022573169320821762,0.04074019938707352,8,10,1
0.02395808883011341,0.04436074197292328,9,10,1
0.022647717967629433,0.039273977279663086,10,10,2
0.023748723790049553,0.04276873171329498,11,10,1
0.02371453493833542,0.04619506001472473,12,10,3
0.02303205616772175,0.03874793276190758,13,10,1
0.02354731783270836,0.03844144940376282,14,10,1
0.024265650659799576,0.03853214159607887,15,10,1
0.02350481040775776,0.03888234123587608,16,10,2
0.022916516289114952,0.04074324294924736,17,10,1
0.022534573450684547,0.03450338914990425,18,10,2
0.02278750017285347,0.03609303757548332,19,10,1
0.023956548422574997,0.04248276725411415,20,10,1
6.285049915313721,6.261999130249023,21,10,2
0.024470414966344833,0.04276498407125473,22,10,1
0.023166906088590622,0.03966136649250984,23,10,1
0.02215913124382496,0.041126031428575516,24,10,1
0.023999346420168877,0.038273394107818604,25,10,1
0.023856312036514282,0.04026288911700249,26,10,2
0.02398277260363102,0.04014960303902626,27,10,2
0.022853650152683258,0.037113141268491745,28,10,2
0.02263474278151989,0.03902161866426468,29,10,2
0.02312813140451908,0.03481755778193474,30,10,1
0.024303734302520752,0.04198828339576721,31,10,1
0.02354578673839569,0.04504210129380226,32,10,1
15.992805480957031,15.93612289428711,33,10,1
0.023151446133852005,0.0384630486369133,34,10,1
0.023140501230955124,0.041370242834091187,35,10,1
0.023079482838511467,0.041796330362558365,36,10,1
0.022308792918920517,0.03850197419524193,37,10,1
0.02275184541940689,0.04126621410250664,38,10,1
0.022567225620150566,0.03705964609980583,39,10,1
0.023565789684653282,0.03804101049900055,40,10,1
0.024156609550118446,0.040289636701345444,41,10,1
0.023429827764630318,0.03953630477190018,42,10,2
0.02318686805665493,0.043006781488657,43,10,1
0.023011114448308945,0.038668036460876465,44,10,2
0.023414576426148415,0.037468183785676956,45,10,2
0.02316705882549286,0.03859051689505577,46,10,2
0.02219608798623085,0.04648859053850174,47,10,1
0.022947529330849648,0.043529774993658066,48,10,1
0.023249289020895958,0.04292811453342438,49,10,3
0.02317771688103676,0.03874951973557472,0,15,2
7.369991302490234,7.274737358093262,1,15,1
0.0229143388569355,0.03938553109765053,2,15,3
0.023025836795568466,0.04514952003955841,3,15,2
0.022898467257618904,0.04921494051814079,4,15,2
0.022870752960443497,0.04119458794593811,5,15,2
0.02273610047996044,0.03920736163854599,6,15,1
0.023915128782391548,0.04622093215584755,7,15,1
0.022302431985735893,0.046136800199747086,8,15,1
0.023433461785316467,0.04024241492152214,9,15,1
0.042649976909160614,0.04130777716636658,10,15,2
0.02318359538912773,0.04442368820309639,11,15,2
0.023165903985500336,0.04244095832109451,12,15,4
0.021642135456204414,0.041184332221746445,13,15,2
0.023017482832074165,0.03749218210577965,14,15,1
0.02315524034202099,0.045100774616003036,15,15,1
0.023968275636434555,0.0452931709587574,16,15,3
0.023466939106583595,0.04479202255606651,17,15,9
0.023478388786315918,0.038867928087711334,18,15,2
0.022765645757317543,0.04223894327878952,19,15,8
0.02251710742712021,0.042307913303375244,20,15,3
0.022176042199134827,0.037314675748348236,21,15,1
0.023023368790745735,0.03984837234020233,22,15,4
30.316986083984375,30.44009017944336,23,15,1
0.021769488230347633,0.03925975412130356,24,15,1
0.0227844025939703,0.042620785534381866,25,15,1
0.02372877672314644,0.044745150953531265,26,15,1
0.022370530292391777,0.043664637953042984,27,15,1
0.023086391389369965,0.043439991772174835,28,15,2
0.022433428093791008,0.043926265090703964,29,15,2
0.02314738743007183,0.046686287969350815,30,15,1
0.022584950551390648,0.040943510830402374,31,15,5
0.022616295143961906,0.041723500937223434,32,15,1
0.02402265928685665,0.044243618845939636,33,15,2
0.022455619648098946,0.04587481915950775,34,15,2
