width,batch-time,learning-rate,replicate,beta_percent_err,beta_fit,beta_true,gamma_percent_err,gamma_fit,gamma_true,delta_percent_err,delta_fit,delta_true
25.0,32.0,0.1,19.0,0.0007888054029464205,1.4988167918955804,1.5,0.0016221333713014967,3.0048664001139045,3.0,0.0007042013950826487,1.0007042013950826,1.0
25.0,64.0,0.1,16.0,0.0020166784421249417,1.4969749823368126,1.5,1.3875505883091202e-05,2.9999583734823507,3.0,0.0008064356349009039,1.000806435634901,1.0
5.0,64.0,0.1,30.0,0.00046342081594508144,1.4993048687760824,1.5,0.00015854053086750142,3.0004756215926025,3.0,0.00014561868622042784,0.9998543813137796,1.0
25.0,64.0,0.1,27.0,0.0009455635004799549,1.49858165474928,1.5,0.000900273006887146,2.9972991809793386,3.0,0.0021945740098816557,1.0021945740098817,1.0
5.0,64.0,0.1,8.0,0.0007785015055977359,1.4988322477416034,1.5,2.4538028114899173e-05,2.9999263859156553,3.0,0.0007893990014300467,1.00078939900143,1.0
15.0,64.0,0.1,25.0,0.0004294413840744878,1.5006441620761117,1.5,0.00018785129123610744,2.9994364461262917,3.0,0.0007831342822017806,1.0007831342822018,1.0
5.0,64.0,0.1,1.0,0.001277321242713736,1.4980840181359294,1.5,3.4479670806645636e-05,2.99989656098758,3.0,0.0006159603092275034,1.0006159603092275,1.0
25.0,64.0,0.1,5.0,0.0007588810836948549,1.4988616783744577,1.5,0.0006713748751955665,2.9979858753744133,3.0,0.0005608345667255099,0.9994391654332745,1.0
25.0,64.0,0.1,7.0,0.0019117206988372715,1.502867581048256,1.5,0.0004255851879420014,2.998723244436174,3.0,0.000455399860860517,1.0004553998608605,1.0
15.0,64.0,0.1,17.0,0.0019272192940028947,1.4971091710589957,1.5,0.0007357690295246577,2.997792692911426,3.0,0.0012217051520280187,1.001221705152028,1.0
5.0,64.0,0.1,15.0,0.0010608977441587026,1.501591346616238,1.5,0.0007650329270972497,2.9977049012187083,3.0,0.0005218467509531255,0.9994781532490469,1.0
15.0,64.0,0.1,5.0,0.0007269106795524394,1.5010903660193287,1.5,0.0002653263345247699,3.0007959790035743,3.0,0.0017332383790564787,1.0017332383790565,1.0
5.0,32.0,0.1,11.0,0.00015300566785840056,1.4997704914982124,1.5,0.0004475305022766385,2.99865740849317,3.0,0.0022821126077976484,1.0022821126077976,1.0
5.0,32.0,0.1,16.0,0.00042505158726176734,1.5006375773808927,1.5,0.00020539204174759482,2.999383823874757,3.0,0.0022227697062513485,1.0022227697062513,1.0
15.0,64.0,0.1,26.0,0.00018749748941582212,1.4997187537658763,1.5,0.0005764659028401434,3.0017293977085204,3.0,0.0026697356901894675,1.0026697356901895,1.0
15.0,32.0,0.1,9.0,0.00048115798145135596,1.500721736972177,1.5,0.00023811510483584541,2.9992856546854925,3.0,0.0007140749052618744,0.9992859250947381,1.0
15.0,32.0,0.1,2.0,0.00041269810131439044,1.4993809528480284,1.5,0.0004076834216982424,3.0012230502650947,3.0,0.001752300149470587,0.9982476998505294,1.0
