width,batch-time,learning-rate,replicate,known_param_strict_train_rmse,known_param_strict_test_rmse,known_param_loose_train_rmse,known_param_loose_test_rmse,unknown_param_train_rmse,unknown_param_test_rmse,NODE_train_rmse,NODE_test_rmse,known_param_strict_attempts,known_param_loose_attempts,unknown_param_attempts,NODE_attempts,loose_param_err,unknown_param_err
5.0,32.0,0.1,20.0,0.15572191774845123,0.09097220003604889,0.26511350274086,0.23478907346725464,0.4091092348098755,0.35954445600509644,0.2625685930252075,0.19196468591690063,1,1,10,1,0.0001098114246604609,30.655276815819537
15.0,32.0,0.1,19.0,0.15876908600330353,0.17425712943077087,0.1620841920375824,0.14065147936344147,0.2652478516101837,0.22865299880504608,0.1715298295021057,0.2086583524942398,1,1,1,1,7.085086855086742e-05,22.121797974889418
25.0,64.0,0.1,28.0,0.18533509969711304,0.47210973501205444,,,0.17404399812221527,0.391296923160553,0.16136927902698517,0.4955293834209442,21,50,50,1,,22.057763840583192
15.0,32.0,0.1,23.0,0.30798155069351196,0.12568184733390808,0.43645524978637695,0.26130300760269165,0.4078332483768463,0.25438645482063293,0.4161830544471741,0.47244250774383545,3,2,1,1,6.156147299303527e-05,23.57474452908777
25.0,32.0,0.1,13.0,0.16713009774684906,0.09973279386758804,0.1516704112291336,0.1217254251241684,0.14787523448467255,0.08427798002958298,0.11750157922506332,0.2727556526660919,3,8,1,1,0.0001279115282643989,27.881379385187294
5.0,32.0,0.1,30.0,0.28708386421203613,0.22667323052883148,0.27047377824783325,0.15438631176948547,0.4136257767677307,0.3384636342525482,0.46494317054748535,0.6467582583427429,1,1,3,1,9.601654160441842e-05,29.034809598544868
25.0,64.0,0.1,9.0,0.15207569301128387,0.47764670848846436,0.1351955682039261,0.3207847774028778,,,0.15616735816001892,0.4969318211078644,45,28,50,1,0.000115965615401184,
25.0,64.0,0.1,17.0,0.22177554666996002,0.5408737063407898,,,0.2958645224571228,0.5242517590522766,0.1649634689092636,0.48525479435920715,3,50,1,1,,24.179770045293274
25.0,64.0,0.1,13.0,,,0.10412285476922989,0.270518034696579,,,0.09851190447807312,0.24265116453170776,50,2,50,1,0.00011957603899234726,
25.0,32.0,0.1,24.0,0.14581957459449768,0.10699447244405746,0.17912441492080688,0.11048196256160736,0.15114997327327728,0.11173025518655777,0.2160203605890274,0.2821994423866272,1,1,1,1,0.0001013549482502818,33.82411989708497
15.0,32.0,0.1,6.0,0.1936090588569641,0.08045659959316254,0.43402236700057983,0.3374766707420349,0.2055857926607132,0.06888245791196823,0.43619799613952637,0.3765757083892822,2,1,1,1,7.103775362417297e-05,26.26467972188751
15.0,64.0,0.1,29.0,0.16468793153762817,0.413252592086792,0.13244855403900146,0.3933907151222229,0.1565127819776535,0.34514352679252625,0.11982101202011108,0.3772905468940735,5,4,2,1,0.0001591273024161427,27.863294532855235
25.0,64.0,0.1,20.0,0.1512545943260193,0.33848944306373596,,,0.11779594421386719,0.241030752658844,0.13234353065490723,0.333080917596817,39,50,3,1,,21.284264828492837
25.0,32.0,0.1,14.0,0.33318033814430237,0.38248640298843384,0.38419514894485474,0.44346871972084045,0.420005202293396,0.45833420753479004,0.1291547268629074,0.19634753465652466,1,7,8,1,0.00013289315088849118,28.011697590574162
25.0,32.0,0.1,10.0,0.3142598569393158,0.30697867274284363,0.26084041595458984,0.3343068063259125,0.4074755907058716,0.44923049211502075,0.30228522419929504,0.3956688344478607,9,1,1,1,7.399477665190335e-05,27.043390945359526
5.0,32.0,0.1,28.0,0.12171895802021027,0.08180978894233704,0.12402446568012238,0.09361418336629868,0.3798638880252838,0.4688437879085541,0.7805018424987793,0.8522184491157532,1,1,1,1,9.824574532152353e-05,35.10496187680617
5.0,32.0,0.1,19.0,0.14171123504638672,0.10086321830749512,0.16913752257823944,0.265232115983963,0.1302366852760315,0.08889459818601608,0.3195898234844208,0.25978174805641174,1,1,1,1,0.00010961010815688232,35.66562139690892
15.0,32.0,0.1,27.0,0.1416780650615692,0.07843739539384842,0.13600949943065643,0.08384793251752853,0.14504432678222656,0.06267497688531876,0.2462795525789261,0.1830011010169983,1,2,1,1,6.871699198512937e-05,22.907755693652586
15.0,64.0,0.1,27.0,0.1958216279745102,0.4670707881450653,0.19381164014339447,0.4789046347141266,0.22066596150398254,0.4068186581134796,0.163252055644989,0.4812889099121094,12,3,2,1,0.00012444902842631556,31.666825980342608
25.0,32.0,0.1,17.0,0.15855646133422852,0.10425998270511627,0.32593148946762085,0.29779717326164246,2.482645034790039,4.944010257720947,0.12312082946300507,0.10973325371742249,4,2,2,1,8.990114903065227e-05,17.807671750810325
5.0,64.0,0.1,24.0,0.18967539072036743,0.20669101178646088,0.1800357550382614,0.11781789362430573,0.23182371258735657,0.3005810081958771,0.3325826823711395,0.21725746989250183,5,3,1,1,0.0001507709547051983,35.85908642836964
15.0,32.0,0.1,26.0,0.27304568886756897,0.30894383788108826,0.15480394661426544,0.07192839682102203,0.3386467397212982,0.37214064598083496,0.1931540071964264,0.19556088745594025,1,2,1,1,0.00010598431675495901,22.762210030054195
15.0,32.0,0.1,21.0,0.166066974401474,0.23595814406871796,0.15774419903755188,0.21843796968460083,,,0.12385691702365875,0.18461854755878448,1,2,50,1,0.00010060676107212507,
25.0,64.0,0.1,19.0,0.17987871170043945,0.5354573726654053,,,0.13315382599830627,0.384944349527359,0.15102119743824005,0.47847306728363037,11,50,1,1,,30.942461443569997
15.0,64.0,0.1,30.0,0.1509578675031662,0.42441973090171814,0.14439761638641357,0.38748976588249207,0.16339683532714844,0.37058010697364807,0.1161709725856781,0.3564285635948181,4,2,7,1,0.0001358590512405694,23.46503906379715
15.0,32.0,0.1,5.0,0.27411091327667236,0.30000030994415283,0.20583820343017578,0.3004659414291382,0.26885733008384705,0.2523072361946106,0.15127934515476227,0.35642778873443604,1,1,1,1,0.00015041329786739943,21.269285667400613
5.0,64.0,0.1,7.0,0.13939335942268372,0.2658783197402954,0.15599793195724487,0.22078748047351837,0.18300826847553253,0.35172319412231445,0.19095519185066223,0.3433353304862976,4,2,4,1,0.00012813399255241775,38.53883586585707
15.0,32.0,0.1,29.0,0.12325666099786758,0.18441243469715118,0.1317041516304016,0.1476973295211792,0.20923016965389252,0.2106391340494156,0.12234220653772354,0.26416757702827454,2,1,1,1,0.00011455890357615905,30.032892248673374
5.0,64.0,0.1,22.0,0.1711181402206421,0.12561668455600739,0.1961100548505783,0.17760968208312988,0.1285266876220703,0.2309814840555191,0.4711111783981323,0.7181891798973083,3,1,1,1,0.00010687338283670023,27.467077873943666
5.0,64.0,0.1,16.0,0.22851215302944183,0.3236747682094574,0.21581125259399414,0.4004228115081787,0.2585144340991974,0.35881277918815613,0.3870936334133148,0.6360321044921875,1,4,1,1,0.00013861746649014572,35.67193624851883
15.0,64.0,0.1,2.0,0.1438244879245758,0.2102222591638565,0.13126127421855927,0.3462875485420227,0.10765537619590759,0.14828696846961975,0.135956272482872,0.394212543964386,2,3,4,1,0.00014888423164385878,21.774931669656056
15.0,32.0,0.1,22.0,0.126036137342453,0.0932813361287117,0.11925476789474487,0.08244351297616959,0.19766396284103394,0.11056304723024368,0.24379219114780426,0.16116930544376373,1,1,2,1,0.00017013766675913478,23.456860078612493
25.0,32.0,0.1,22.0,0.18630726635456085,0.25696852803230286,0.14715661108493805,0.17080006003379822,0.2552400529384613,0.3129076063632965,0.16489829123020172,0.25068399310112,4,1,1,1,0.00018520582596558144,20.88487543853577
25.0,32.0,0.1,4.0,0.19728724658489227,0.19432994723320007,0.21319183707237244,0.2927864193916321,,,0.12009041756391525,0.12427181005477905,4,1,50,1,9.606360773754818e-05,
5.0,64.0,0.1,21.0,0.19081807136535645,0.24792583286762238,0.2558392584323883,0.23723016679286957,0.13204453885555267,0.20284612476825714,0.17677763104438782,0.251382976770401,5,1,1,1,0.00013479876710563443,36.03346444595153
5.0,32.0,0.1,9.0,0.12502342462539673,0.1524796485900879,0.22336632013320923,0.0824897363781929,0.20809504389762878,0.12033738195896149,0.6091229319572449,0.5802660584449768,1,1,1,1,9.615233376791821e-05,38.748673783028345
25.0,32.0,0.1,18.0,0.13030661642551422,0.14387674629688263,0.17814388871192932,0.2413761466741562,0.1953553408384323,0.203562930226326,0.09397349506616592,0.23315583169460297,1,2,2,1,6.14652105402902e-05,15.216848549157417
5.0,32.0,0.1,22.0,0.14323532581329346,0.1637170910835266,0.16605918109416962,0.2637900412082672,0.17839325964450836,0.11458082497119904,0.19106607139110565,0.6140044927597046,1,1,1,1,0.00012356367426592796,29.45048227918695
15.0,64.0,0.1,28.0,0.15606866776943207,0.4317965805530548,0.1482740044593811,0.4221043288707733,0.21760597825050354,0.49153533577919006,0.15896070003509521,0.3747326731681824,6,32,7,1,0.00012515328587708874,23.02455907918043
5.0,32.0,0.1,23.0,0.12425896525382996,0.07066415250301361,0.12540824711322784,0.09556817263364792,,,0.25538620352745056,0.22525934875011444,1,1,50,1,0.00011116163102094234,
5.0,64.0,0.1,2.0,0.1849389225244522,0.3301188051700592,0.15178273618221283,0.13924448192119598,0.24295319616794586,0.3608570992946625,0.1823178231716156,0.18288913369178772,1,1,1,1,0.00015818800982497772,30.75782753254346
25.0,32.0,0.1,26.0,0.14398881793022156,0.24595169723033905,0.2262793630361557,0.2846146523952484,0.2031501680612564,0.2932218015193939,0.1345721036195755,0.3419837951660156,1,1,2,1,0.0001690739233046884,23.135504257295423
25.0,32.0,0.1,19.0,0.2609488070011139,0.30706608295440674,0.1928258091211319,0.19753772020339966,,,0.1271921992301941,0.20101818442344666,2,1,50,1,0.0001535587456113069,
25.0,64.0,0.1,16.0,0.17209601402282715,0.4447314143180847,0.16854259371757507,0.35992300510406494,0.14114195108413696,0.3310557007789612,0.15358883142471313,0.44928696751594543,8,16,2,1,6.87953594360885e-05,24.166981408669173
5.0,64.0,0.1,30.0,0.14972352981567383,0.17784331738948822,0.1514681726694107,0.11963285505771637,0.20634277164936066,0.34683918952941895,0.23376739025115967,0.19106800854206085,2,1,1,1,0.00016580964409718124,33.99730575222985
25.0,64.0,0.1,27.0,0.18942458927631378,0.5110664963722229,,,0.1883082240819931,0.43190085887908936,0.19091486930847168,0.5776711106300354,27,50,4,1,,24.67032122037469
5.0,64.0,0.1,8.0,0.1449885219335556,0.23874659836292267,0.15351709723472595,0.1704626977443695,0.1414037048816681,0.3466518223285675,0.31302860379219055,0.6122709512710571,1,1,1,1,0.00014037533228729304,37.42389221553695
15.0,64.0,0.1,25.0,0.14363668859004974,0.33621880412101746,0.13571451604366302,0.2077483981847763,0.20099446177482605,0.310656875371933,0.12550896406173706,0.28289538621902466,18,9,1,1,8.72837352953737e-05,24.653561846364322
5.0,64.0,0.1,1.0,0.172068789601326,0.35323402285575867,0.1563582569360733,0.2577820420265198,0.20502296090126038,0.34893134236335754,0.3574650287628174,0.6418058276176453,2,1,1,1,0.00013826466916411206,35.839886430723105
25.0,64.0,0.1,5.0,0.277547687292099,0.5201869606971741,0.2279932051897049,0.4478648006916046,0.2653215527534485,0.41558489203453064,0.20190617442131042,0.4288821816444397,38,27,5,1,0.00015186453692271618,22.58963763955841
25.0,64.0,0.1,7.0,0.29064425826072693,0.5598137378692627,0.2593989074230194,0.5493250489234924,,,0.16373884677886963,0.4276966452598572,5,48,50,1,9.322723126425903e-05,
15.0,64.0,0.1,17.0,0.19900371134281158,0.41062724590301514,0.20864315330982208,0.5436495542526245,0.2470856010913849,0.532733678817749,0.1556665003299713,0.46683454513549805,3,3,1,1,0.0001306986862546211,36.94899112523854
5.0,64.0,0.1,15.0,0.17104297876358032,0.24880503118038177,0.13528981804847717,0.10144150257110596,0.2631978392601013,0.46669238805770874,0.30302658677101135,0.2696019411087036,3,1,1,1,0.00010504705024091954,31.852446950575874
15.0,64.0,0.1,5.0,0.17797386646270752,0.44412681460380554,0.15695573389530182,0.17612364888191223,0.13625536859035492,0.3248063027858734,0.12461672723293304,0.3704310357570648,4,1,6,1,0.00014284070545111938,25.916026569155775
5.0,32.0,0.1,11.0,0.18365472555160522,0.3132628798484802,0.12860316038131714,0.19680176675319672,,,0.4568038284778595,0.5392575860023499,1,1,50,1,0.00013487697031983048,
5.0,32.0,0.1,16.0,0.2415272444486618,0.16208060085773468,0.17822790145874023,0.08601293712854385,0.2805456817150116,0.18092381954193115,0.5214039087295532,0.7460574507713318,1,1,1,1,0.00011543150262731394,34.85695806222847
15.0,64.0,0.1,26.0,0.16607770323753357,0.4675617218017578,0.16332051157951355,0.46610456705093384,0.174729123711586,0.4191317856311798,0.15210266411304474,0.42824965715408325,10,4,30,1,9.237828393855729e-05,21.252361689015263
15.0,32.0,0.1,9.0,0.17082665860652924,0.22304148972034454,0.26268821954727173,0.38829630613327026,0.31295764446258545,0.2887117862701416,0.10474032908678055,0.2694804072380066,2,1,2,1,0.0001459030877763029,24.513450510037615
15.0,32.0,0.1,2.0,0.16798046231269836,0.08833017945289612,0.1654125154018402,0.15390115976333618,0.20287208259105682,0.09133625030517578,0.2309480458498001,0.1703892946243286,1,1,1,1,0.00015700124100830049,27.063817787912242
