Train Loss,Test Loss,Replicate,Size
0.040115468204021454,0.03380850329995155,0,5
0.04610581323504448,0.06288914382457733,1,5
0.08795877546072006,0.2023480385541916,2,5
0.04037795588374138,0.07232070714235306,3,5
0.03767060115933418,0.030874736607074738,4,5
0.04201987758278847,0.03427845239639282,5,5
0.03783639520406723,0.030377382412552834,6,5
0.11961899697780609,0.37533289194107056,7,5
0.051695533096790314,0.07046602666378021,8,5
0.042657263576984406,0.05714338272809982,9,5
0.043323833495378494,0.06619205325841904,10,5
0.04232606664299965,0.05196884274482727,11,5
0.04103419929742813,0.04020097106695175,12,5
0.03831742703914642,0.03395341709256172,13,5
0.040123071521520615,0.044743165373802185,14,5
0.06831488758325577,0.0879044160246849,15,5
0.03974893316626549,0.03790054842829704,16,5
0.039924345910549164,0.03211921453475952,17,5
0.04048967361450195,0.036786749958992004,18,5
0.03932424262166023,0.06332819163799286,19,5
0.04888135567307472,0.06062551587820053,20,5
0.03875551000237465,0.04447463899850845,21,5
0.05098055675625801,0.04533027857542038,22,5
0.039586279541254044,0.029629480093717575,23,5
0.03931733965873718,0.029862040653824806,24,5
0.03732457756996155,0.0394473671913147,25,5
0.044110007584095,0.036813024431467056,26,5
0.050498198717832565,0.05351044610142708,27,5
0.05684651434421539,0.06541022658348083,28,5
0.0417611338198185,0.036149486899375916,29,5
0.047820914536714554,0.051866453140974045,30,5
0.49523183703422546,0.7812439203262329,31,5
0.04054595157504082,0.0317673422396183,32,5
0.0451129712164402,0.04315726459026337,33,5
0.055516909807920456,0.06999702751636505,34,5
0.039597105234861374,0.03670235350728035,35,5
0.059405840933322906,0.06654870510101318,36,5
0.039960648864507675,0.035461053252220154,37,5
0.0373065210878849,0.04670331999659538,38,5
0.05916671082377434,0.05282839760184288,39,5
0.04291543737053871,0.04064112529158592,40,5
0.037854865193367004,0.03149507939815521,41,5
0.047798044979572296,0.03021799586713314,42,5
0.04419424757361412,0.03152196481823921,43,5
0.03727271035313606,0.030279040336608887,44,5
0.0704704001545906,0.0892789289355278,45,5
0.043825384229421616,0.03171679750084877,46,5
0.04561097174882889,0.030187521129846573,47,5
0.04061996191740036,0.04373087361454964,48,5
0.054431620985269547,0.050718922168016434,49,5
0.054535169154405594,0.09487613290548325,0,10
15.617886543273926,35.19295883178711,1,10
0.04241889715194702,0.04766874387860298,2,10
7.8194074630737305,18.393630981445312,3,10
27.172420501708984,62.86033630371094,4,10
9.804571151733398,21.616405487060547,5,10
48.30424118041992,113.98861694335938,6,10
0.0526406466960907,0.0703725591301918,7,10
0.04667528718709946,0.04207894578576088,8,10
81.04499053955078,189.1156463623047,9,10
50.15843200683594,116.95819091796875,10,10
0.03727298602461815,0.05363764613866806,11,10
19.897363662719727,46.976600646972656,12,10
0.04279007017612457,0.03362974151968956,13,10
1.036350965499878,2.689873456954956,14,10
5.657018661499023,11.546276092529297,15,10
42.01700210571289,97.98186492919922,16,10
33.180110931396484,79.37481689453125,17,10
0.07335087656974792,0.09527892619371414,18,10
0.055694714188575745,0.10495266318321228,19,10
0.8274007439613342,0.7178369760513306,20,10
26.474777221679688,63.40640640258789,21,10
0.03789005056023598,0.04834531620144844,22,10
0.03764814883470535,0.032742537558078766,23,10
61.58047103881836,144.77874755859375,24,10
79.27587890625,185.23545837402344,25,10
0.0827246680855751,0.11452075839042664,26,10
0.03979043290019035,0.03316815569996834,27,10
1.2308480739593506,3.1997880935668945,28,10
0.05734849348664284,0.09600866585969925,29,10
12.57461166381836,21.73345375061035,30,10
44.65455627441406,100.07115936279297,31,10
0.04692861810326576,0.027756929397583008,32,10
0.037519920617341995,0.049734942615032196,33,10
70.7042465209961,165.5636749267578,34,10
57.212745666503906,133.33680725097656,35,10
37.89147186279297,87.64584350585938,36,10
0.047361161559820175,0.03650660067796707,37,10
0.040894027799367905,0.03342889994382858,38,10
0.037385307252407074,0.03664142265915871,39,10
0.05459007993340492,0.05877218768000603,40,10
0.03653240576386452,0.038910623639822006,41,10
89.67961120605469,207.44906616210938,42,10
0.04415198788046837,0.04465995356440544,43,10
