"Train.Loss","Test.Loss","Replicate","Size","Batch.Time","Batch.Size","Learning.Rate","Learning.Rate.Step","Iterations","Wall.Time"
0.417243987321854,0.615641474723816,0,5,16,64,0.1,500,500,12.9809498786926
0.216112285852432,0.0855869799852371,0,5,16,64,0.1,500,1000,25.9783000946045
0.400557368993759,0.211906924843788,0,5,16,64,0.1,500,2000,51.9304502010345
0.307500153779984,0.267634063959122,0,5,16,64,0.1,500,4000,103.903866291046
0.546232879161835,0.481956213712692,0,5,16,64,0.1,1000,500,12.9418451786041
0.285832494497299,0.55279803276062,0,5,16,64,0.1,1000,1000,25.9320247173309
0.331405162811279,0.102353364229202,0,5,16,64,0.1,1000,2000,51.9459540843964
0.288288712501526,0.240121856331825,0,5,16,64,0.1,1000,4000,103.964331388474
0.241278752684593,0.183441564440727,0,5,16,64,0.01,500,500,12.984278678894
0.215265586972237,0.219835847616196,0,5,16,64,0.01,500,1000,26.0573189258575
0.167094469070435,0.188498094677925,0,5,16,64,0.01,500,2000,52.1703746318817
0.220699608325958,0.297234505414963,0,5,16,64,0.01,500,4000,104.036593675613
0.395452857017517,0.535749495029449,0,5,16,64,0.01,1000,500,13.0040612220764
0.244064807891846,0.225838780403137,0,5,16,64,0.01,1000,1000,26.0464787483215
0.397065490484238,0.367313176393509,0,5,16,64,0.01,1000,2000,52.1500425338745
0.197731673717499,0.236812114715576,0,5,16,64,0.01,1000,4000,104.145652532578
0.548390328884125,0.81751412153244,0,5,16,128,0.1,500,500,13.230030298233
0.463855415582657,0.535033702850342,0,5,16,128,0.1,500,1000,26.6860203742981
0.394788146018982,0.338112413883209,0,5,16,128,0.1,500,2000,53.2906126976013
0.405856937170029,0.366805464029312,0,5,16,128,0.1,500,4000,106.692265748978
0.54100090265274,0.739529669284821,0,5,16,128,0.1,1000,500,13.2651224136353
0.222263634204865,0.0786749720573425,0,5,16,128,0.1,1000,1000,26.4490435123444
0.496163070201874,0.664264023303986,0,5,16,128,0.1,1000,2000,53.1752803325653
0.260480642318726,0.173707261681557,0,5,16,128,0.1,1000,4000,106.447053432465
0.276335328817368,0.503288388252258,0,5,16,128,0.01,500,500,13.2610905170441
0.237588986754417,0.479128956794739,0,5,16,128,0.01,500,1000,26.603527545929
0.260204374790192,0.220211699604988,0,5,16,128,0.01,500,2000,53.0825173854828
0.150065898895264,0.109339170157909,0,5,16,128,0.01,500,4000,106.496072053909
0.3878173828125,0.664916753768921,0,5,16,128,0.01,1000,500,13.3491756916046
0.429216116666794,0.513964235782623,0,5,16,128,0.01,1000,1000,26.6594521999359
0.260241568088531,0.258577167987823,0,5,16,128,0.01,1000,2000,53.304080247879
0.300908952951431,0.302034139633179,0,5,16,128,0.01,1000,4000,106.482196569443
0.20154020190239,0.167198553681374,0,5,16,256,0.1,500,500,13.9139795303345
0.321210503578186,0.108959637582302,0,5,16,256,0.1,500,1000,27.7149791717529
0.283106118440628,0.212058544158936,0,5,16,256,0.1,500,2000,55.4605889320374
0.476227045059204,0.379723250865936,0,5,16,256,0.1,500,4000,111.195751190186
0.273051559925079,0.124505162239075,0,5,16,256,0.1,1000,500,13.8610184192657
0.328103125095367,0.197933465242386,0,5,16,256,0.1,1000,1000,27.7278292179108
0.402556538581848,0.609694421291351,0,5,16,256,0.1,1000,2000,55.6459419727325
0.321444183588028,0.177157506346703,0,5,16,256,0.1,1000,4000,111.070673704147
0.259216755628586,0.457133412361145,0,5,16,256,0.01,500,500,13.8899269104004
0.211531832814217,0.105244591832161,0,5,16,256,0.01,500,1000,27.8416893482208
0.222667500376701,0.107163064181805,0,5,16,256,0.01,500,2000,55.6297273635864
0.21661850810051,0.112466000020504,0,5,16,256,0.01,500,4000,111.123195886612
0.218448475003242,0.237907662987709,0,5,16,256,0.01,1000,500,13.8511011600494
0.48967108130455,0.605513513088226,0,5,16,256,0.01,1000,1000,27.7563529014587
0.3665511906147,0.313939571380615,0,5,16,256,0.01,1000,2000,55.6994984149933
0.453666687011719,0.458430677652359,0,5,16,256,0.01,1000,4000,110.986351013184
0.323561787605286,0.171832799911499,0,5,32,64,0.1,500,500,26.9887742996216
0.490861833095551,0.624970674514771,0,5,32,64,0.1,500,1000,54.357293844223
0.174466520547867,0.258794903755188,0,5,32,64,0.1,500,2000,108.923756361008
0.297488123178482,0.384244471788406,0,5,32,64,0.1,500,4000,216.492800951004
0.350089490413666,0.291180729866028,0,5,32,64,0.1,1000,500,27.1179895401001
0.19802238047123,0.0983136519789696,0,5,32,64,0.1,1000,1000,54.3923552036285
0.384183466434479,0.498698264360428,0,5,32,64,0.1,1000,2000,109.798418283463
0.446136951446533,0.423589646816254,0,5,32,64,0.1,1000,4000,216.265355348587
0.298241347074509,0.152246475219727,0,5,32,64,0.01,500,500,26.8877415657043
0.196672037243843,0.167797848582268,0,5,32,64,0.01,500,1000,54.0622098445892
0.195291116833687,0.116410128772259,0,5,32,64,0.01,500,2000,108.873489618301
0.186828643083572,0.118540078401566,0,5,32,64,0.01,500,4000,217.196489572525
0.232962280511856,0.158667773008347,0,5,32,64,0.01,1000,500,27.0226390361786
0.366163492202759,0.426931440830231,0,5,32,64,0.01,1000,1000,54.1500749588013
0.344624936580658,0.514944314956665,0,5,32,64,0.01,1000,2000,108.853239059448
0.261288702487946,0.228797510266304,0,5,32,64,0.01,1000,4000,218.188734292984
0.24204109609127,0.369331866502762,0,5,32,128,0.1,500,500,28.1326115131378
0.277984499931335,0.356453716754913,0,5,32,128,0.1,500,1000,56.2392480373383
0.196988731622696,0.236637279391289,0,5,32,128,0.1,500,2000,111.607994794846
0.452659666538239,0.363623470067978,0,5,32,128,0.1,500,4000,226.674349546432
0.222852393984795,0.465237706899643,0,5,32,128,0.1,1000,500,28.2171411514282
0.134263679385185,0.157565712928772,0,5,32,128,0.1,1000,1000,55.8149139881134
0.4200738966465,0.333201080560684,0,5,32,128,0.1,1000,2000,112.935063362122
0.221478551626205,0.252649575471878,0,5,32,128,0.1,1000,4000,224.617868900299
0.222513765096664,0.134922564029694,0,5,32,128,0.01,500,500,27.8960716724396
0.204100295901299,0.276820510625839,0,5,32,128,0.01,500,1000,55.8707895278931
0.237176567316055,0.221795469522476,0,5,32,128,0.01,500,2000,111.654110193253
0.199196919798851,0.360480397939682,0,5,32,128,0.01,500,4000,223.628172397614
0.4081751704216,0.510194182395935,0,5,32,128,0.01,1000,500,27.8374590873718
0.354657143354416,0.493808180093765,0,5,32,128,0.01,1000,1000,56.1366648674011
0.33365535736084,0.336818933486938,0,5,32,128,0.01,1000,2000,111.406472444534
0.281856536865234,0.375916689634323,0,5,32,128,0.01,1000,4000,222.62105679512
0.496980488300323,0.761874794960022,0,5,32,256,0.1,500,500,29.9200716018677
0.271658033132553,0.284864753484726,0,5,32,256,0.1,500,1000,59.32199883461
0.361200332641602,0.305907249450684,0,5,32,256,0.1,500,2000,119.07555270195
0.331587702035904,0.359643936157227,0,5,32,256,0.1,500,4000,238.374934196472
0.262278735637665,0.383872747421265,0,5,32,256,0.1,1000,500,30.0322470664978
0.414055168628693,0.532774925231934,0,5,32,256,0.1,1000,1000,59.1753945350647
0.398978114128113,0.501607179641724,0,5,32,256,0.1,1000,2000,119.177041530609
0.27216312289238,0.325715899467468,0,5,32,256,0.1,1000,4000,239.356137752533
0.177998945116997,0.134940311312675,0,5,32,256,0.01,500,500,29.7153015136719
0.319075971841812,0.331408202648163,0,5,32,256,0.01,500,1000,59.6354808807373
0.238491401076317,0.125339940190315,0,5,32,256,0.01,500,2000,119.734365940094
0.273916721343994,0.238946542143822,0,5,32,256,0.01,500,4000,238.373751401901
0.324669271707535,0.425003677606583,0,5,32,256,0.01,1000,500,30.0325946807861
0.166143611073494,0.140404686331749,0,5,32,256,0.01,1000,1000,59.3530066013336
0.266334056854248,0.344977527856827,0,5,32,256,0.01,1000,2000,118.814693450928
0.296069175004959,0.341800332069397,0,5,32,256,0.01,1000,4000,237.114908218384
0.160987049341202,0.123027563095093,0,5,64,64,0.1,500,500,60.7655293941498
NA,NA,0,5,64,64,0.1,500,1000,121.297660827637
0.20026783645153,0.420468211174011,0,5,64,64,0.1,500,2000,243.276238441467
NA,NA,0,5,64,64,0.1,500,4000,486.16844367981
0.313518792390823,0.713462471961975,0,5,64,64,0.1,1000,500,60.8025529384613
NA,NA,0,5,64,64,0.1,1000,1000,121.5919008255
NA,NA,0,5,64,64,0.1,1000,2000,243.822805166245
NA,NA,0,5,64,64,0.1,1000,4000,485.841797113419
0.284147590398788,0.328822612762451,0,5,64,64,0.01,500,500,60.7641966342926
0.291228264570236,0.476259410381317,0,5,64,64,0.01,500,1000,121.842733860016
0.273032635450363,0.408762365579605,0,5,64,64,0.01,500,2000,245.488917827606
0.231652423739433,0.26705276966095,0,5,64,64,0.01,500,4000,489.099318027496
0.273465186357498,0.421226888895035,0,5,64,64,0.01,1000,500,61.1217501163483
0.254600495100021,0.517063617706299,0,5,64,64,0.01,1000,1000,122.420534133911
0.248350158333778,0.460788279771805,0,5,64,64,0.01,1000,2000,244.61479473114
NA,NA,0,5,64,64,0.01,1000,4000,490.271559715271
0.231582850217819,0.465165555477142,0,5,64,128,0.1,500,500,64.4306046962738
NA,NA,0,5,64,128,0.1,500,1000,128.758157730103
0.234250903129578,0.577518284320831,0,5,64,128,0.1,500,2000,255.140519142151
0.231310904026031,0.523204863071442,0,5,64,128,0.1,500,4000,509.415127754211
0.255735456943512,0.61386501789093,0,5,64,128,0.1,1000,500,63.71076130867
NA,NA,0,5,64,128,0.1,1000,1000,127.632498025894
NA,NA,0,5,64,128,0.1,1000,2000,255.346658706665
0.212840810418129,0.543520271778107,0,5,64,128,0.1,1000,4000,509.548412799835
0.236687481403351,0.453277111053467,0,5,64,128,0.01,500,500,63.7728915214539
0.252276450395584,0.399305462837219,0,5,64,128,0.01,500,1000,127.606206417084
0.279120057821274,0.479156911373138,0,5,64,128,0.01,500,2000,255.010631322861
NA,NA,0,5,64,128,0.01,500,4000,510.066930532455
0.30291622877121,0.448638826608658,0,5,64,128,0.01,1000,500,63.7737545967102
0.262244880199432,0.548656761646271,0,5,64,128,0.01,1000,1000,127.478551387787
0.252533197402954,0.498369783163071,0,5,64,128,0.01,1000,2000,254.649033308029
0.246984392404556,0.494648396968842,0,5,64,128,0.01,1000,4000,508.963109970093
NA,NA,0,5,64,256,0.1,500,500,67.1855475902557
NA,NA,0,5,64,256,0.1,500,1000,134.714423179626
0.168731853365898,0.4242904484272,0,5,64,256,0.1,500,2000,268.320325136185
0.258974373340607,0.506700158119202,0,5,64,256,0.1,500,4000,535.39208984375
0.455598086118698,0.845524787902832,0,5,64,256,0.1,1000,500,67.0016858577728
0.424094170331955,0.705195128917694,0,5,64,256,0.1,1000,1000,134.050637483597
0.129086047410965,0.389164477586746,0,5,64,256,0.1,1000,2000,269.997973203659
0.274350583553314,0.562515258789062,0,5,64,256,0.1,1000,4000,542.384716749191
0.378461122512817,0.470935732126236,0,5,64,256,0.01,500,500,67.9311006069183
0.289144515991211,0.306538909673691,0,5,64,256,0.01,500,1000,135.856457471848
0.245259910821915,0.300089329481125,0,5,64,256,0.01,500,2000,266.27233505249
0.284658491611481,0.433916836977005,0,5,64,256,0.01,500,4000,529.414656877518
0.305940061807632,0.387426465749741,0,5,64,256,0.01,1000,500,66.1385495662689
NA,NA,0,5,64,256,0.01,1000,1000,133.239667654037
NA,NA,0,5,64,256,0.01,1000,2000,266.71445608139
0.226593792438507,0.523798882961273,0,5,64,256,0.01,1000,4000,527.854346752167
0.513158917427063,0.766435861587524,0,15,16,64,0.1,500,500,12.961793422699
0.263077020645142,0.336666494607925,0,15,16,64,0.1,500,1000,25.83642578125
0.272010713815689,0.355632424354553,0,15,16,64,0.1,500,2000,51.7917537689209
