SSE,RMSE,TimeTaken,NumParams,Mechanistic Error,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
4.54100227355957,0.172843903303146,52.8049252033234,72,7.7535189177189,1,(14),5000,50,16,256
4.18326950073242,0.165896087884903,52.9724209308624,72,7.73945670673857,1,(14),5000,50,16,256
4.82146596908569,0.1781015843153,52.2304229736328,72,7.93596259499725,1,(14),5000,50,16,256
13.933572769165,0.302767634391785,52.6210193634033,72,7.35621700870106,1,(14),5000,50,16,256
3.60644936561584,0.154034540057182,52.6207945346832,72,7.69933498340659,1,(14),5000,50,16,256
4.93940734863281,0.180266752839088,52.7804543972015,72,7.69252926315647,1,(14),5000,50,16,256
9.61623096466064,0.251524686813354,52.8232855796814,72,7.8668269188283,1,(14),5000,50,16,256
8.6387243270874,0.238398224115372,52.8670976161957,72,8.17308636702597,1,(14),5000,50,16,256
3.99290037155151,0.162077397108078,52.6975882053375,82,7.6101324991975,1,(16),5000,50,16,256
8.28625965118408,0.233484193682671,52.4876351356506,82,7.4450670716539,1,(16),5000,50,16,256
6.23061895370483,0.202462136745453,52.9249985218048,82,7.78745365945157,1,(16),5000,50,16,256
4.02638626098633,0.162755593657494,52.3902058601379,82,7.97619740297552,1,(16),5000,50,16,256
4.493577003479,0.171938955783844,52.3042573928833,82,7.66569522907026,1,(16),5000,50,16,256
4.59323787689209,0.173835188150406,52.4579133987427,82,7.24561842611991,1,(16),5000,50,16,256
5.17635869979858,0.184539943933487,52.1426651477814,82,7.53084335520864,1,(16),5000,50,16,256
13.2413902282715,0.295151501893997,52.4592332839966,82,7.86151974519249,1,(16),5000,50,16,256
11.6289186477661,0.276597261428833,52.8406102657318,92,7.59308354249224,1,(18),5000,50,16,256
3.37607669830322,0.149033650755882,53.2745170593262,92,7.63313252544962,1,(18),5000,50,16,256
6.69378709793091,0.209852501749992,52.7306072711945,92,7.4262676044507,1,(18),5000,50,16,256
10.1183700561523,0.258008182048798,53.0223758220673,92,7.34144626555964,1,(18),5000,50,16,256
3.44399929046631,0.150525376200676,53.1538650989532,92,7.2584784580674,1,(18),5000,50,16,256
4.65832710266113,0.175062522292137,53.0160300731659,92,7.55141126224771,1,(18),5000,50,16,256
7.2049412727356,0.217717543244362,53.9061872959137,92,7.63783145794179,1,(18),5000,50,16,256
4.0676007270813,0.163586467504501,53.4527320861816,92,7.83515390218236,1,(18),5000,50,16,256
4.65259599685669,0.174954801797867,54.5350396633148,102,7.66831358247437,1,(20),5000,50,16,256
3.10662770271301,0.142962723970413,54.0272409915924,102,7.37147881579585,1,(20),5000,50,16,256
4.38943147659302,0.169934809207916,53.5197036266327,102,7.48466696052812,1,(20),5000,50,16,256
5.03744649887085,0.182046964764595,53.7163255214691,102,7.38184533718973,1,(20),5000,50,16,256
2.78566455841064,0.135376289486885,53.3984527587891,102,7.35269322658889,1,(20),5000,50,16,256
4.35158443450928,0.169200599193573,53.5422666072846,102,7.91781316399574,1,(20),5000,50,16,256
4.18645858764648,0.165959298610687,53.7657866477966,102,7.54194680249319,1,(20),5000,50,16,256
6.93670749664307,0.213626384735107,53.9735867977142,102,7.70663770310581,1,(20),5000,50,16,256
3.55350303649902,0.152899667620659,53.9156544208527,112,7.30860737952404,1,(22),5000,50,16,256
5.48311424255371,0.189929246902466,54.0515584945679,112,7.52789610140026,1,(22),5000,50,16,256
5.19093799591064,0.184799641370773,53.9569818973541,112,7.42768378837965,1,(22),5000,50,16,256
5.60516691207886,0.192031502723694,54.2199513912201,112,7.94729877931066,1,(22),5000,50,16,256
2.60514998435974,0.130916550755501,53.9419851303101,112,7.24561983681284,1,(22),5000,50,16,256
7.23198413848877,0.218125745654106,54.0025696754456,112,7.40527099489234,1,(22),5000,50,16,256
4.54152584075928,0.172853872179985,54.1853764057159,112,7.38405875320546,1,(22),5000,50,16,256
8.10783290863037,0.230956718325615,54.3721942901611,112,7.80322880903259,1,(22),5000,50,16,256
3.91197323799133,0.160426512360573,54.4193906784058,122,7.41374730701558,1,(24),5000,50,16,256
2.12890768051147,0.118346825242043,54.3125777244568,122,6.98734175615013,1,(24),5000,50,16,256
4.26961135864258,0.167599365115166,54.0459787845612,122,7.48583990436047,1,(24),5000,50,16,256
6.29541110992432,0.203512102365494,54.2722280025482,122,7.3924473547563,1,(24),5000,50,16,256
2.69505858421326,0.133156478404999,54.3469853401184,122,7.30367560330778,1,(24),5000,50,16,256
4.91670179367065,0.179851949214935,54.2314355373383,122,7.283947931109,1,(24),5000,50,16,256
3.167151927948,0.144348621368408,54.1999480724335,122,7.5364964174293,1,(24),5000,50,16,256
3.28811168670654,0.147079274058342,54.1233909130096,122,7.08508998269215,1,(24),5000,50,16,256
3.7913932800293,0.157934725284576,54.5504024028778,132,7.1204572477378,1,(26),5000,50,16,256
3.17085862159729,0.144433066248894,54.3686027526856,132,7.31848448870704,1,(26),5000,50,16,256
4.58109378814697,0.173605233430862,54.8296618461609,132,6.93817826165818,1,(26),5000,50,16,256
3.03633165359497,0.141335994005203,54.6665394306183,132,7.35508412810043,1,(26),5000,50,16,256
4.32764959335327,0.168734639883041,54.5880258083344,132,7.803859142242,1,(26),5000,50,16,256
3.16556072235107,0.144312351942062,55.0239741802216,132,7.27058172563091,1,(26),5000,50,16,256
4.39491510391235,0.170040920376778,54.9742090702057,132,7.12946587331593,1,(26),5000,50,16,256
4.80836486816406,0.1778594404459,54.7727665901184,132,7.33586578938179,1,(26),5000,50,16,256
3.59651184082031,0.153822168707848,55.1925899982452,142,7.32483898489736,1,(28),5000,50,16,256
4.39366436004639,0.170016720890999,54.9496159553528,142,7.56874305879697,1,(28),5000,50,16,256
3.84074354171753,0.158959269523621,55.2383506298065,142,7.31464909214526,1,(28),5000,50,16,256
2.43600296974182,0.12659515440464,55.0146768093109,142,6.96654548380524,1,(28),5000,50,16,256
2.77580165863037,0.135136425495148,54.8954930305481,142,7.21641761582927,1,(28),5000,50,16,256
6.16292858123779,0.201359331607819,55.3665738105774,142,7.64532282342203,1,(28),5000,50,16,256
4.54425239562988,0.172905743122101,55.3059592247009,142,7.6561779477261,1,(28),5000,50,16,256
4.20769500732422,0.166379705071449,55.015748500824,142,7.3319621068053,1,(28),5000,50,16,256
2.95277094841003,0.139377638697624,55.5463852882385,152,7.14522372779436,1,(30),5000,50,16,256
1.42493391036987,0.0968223363161087,55.612913608551,152,7.09191432341933,1,(30),5000,50,16,256
4.49331855773926,0.171934008598328,55.8101842403412,152,7.31103118780069,1,(30),5000,50,16,256
3.50071144104004,0.151759669184685,55.6715934276581,152,7.06222318490036,1,(30),5000,50,16,256
3.36075735092163,0.148695141077042,55.6436297893524,152,7.30157719508745,1,(30),5000,50,16,256
4.15372323989868,0.165309175848961,55.2994637489319,152,7.32041003035381,1,(30),5000,50,16,256
5.95410013198853,0.197918444871902,55.2210102081299,152,7.51766973289661,1,(30),5000,50,16,256
3.48145723342895,0.151341751217842,55.3832020759583,152,7.10647501525469,1,(30),5000,50,16,256
