Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,14495760384.0,9765.5947265625,3.5275015830993652,14,1,(2),100,50,16,256
0,1564069760.0,3207.79248046875,3.3250653743743896,24,1,(4),100,50,16,256
0,773.0565795898438,2.2551937103271484,3.389610767364502,34,1,(6),100,50,16,256
0,741.536376953125,2.2087390422821045,3.4143786430358887,44,1,(8),100,50,16,256
0,720.8003540039062,2.177638053894043,3.5067076683044434,54,1,(10),100,50,16,256
0,704.03271484375,2.152160406112671,3.544890880584717,64,1,(12),100,50,16,256
0,707.5819091796875,2.157578229904175,3.4023597240448,74,1,(14),100,50,16,256
0,691.6819458007812,2.1331992149353027,3.4014573097229004,84,1,(16),100,50,16,256
0,709.046630859375,2.1598103046417236,3.436309576034546,94,1,(18),100,50,16,256
0,688.2546997070312,2.1279077529907227,3.602191925048828,104,1,(20),100,50,16,256
0,688.3309936523438,2.128025770187378,3.6083216667175293,114,1,(22),100,50,16,256
0,675.7422485351562,2.108476400375366,3.5688135623931885,124,1,(24),100,50,16,256
0,681.2950439453125,2.117121696472168,3.645125389099121,134,1,(26),100,50,16,256
0,682.5919189453125,2.119135856628418,3.828313112258911,144,1,(28),100,50,16,256
0,676.9166259765625,2.1103076934814453,3.584855318069458,154,1,(30),100,50,16,256
