Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,762.9799194335938,2.240447521209717,389.1417133808136,12,1,(2),10000,50,16,256
0,79.89682006835938,0.7250082492828369,395.91668820381165,22,1,(4),10000,50,16,256
0,57.51448059082031,0.615129828453064,400.23703718185425,32,1,(6),10000,50,16,256
0,27.527746200561523,0.42556267976760864,405.12107038497925,42,1,(8),10000,50,16,256
0,34.2255744934082,0.4745189845561981,411.6905515193939,52,1,(10),10000,50,16,256
0,26.019115447998047,0.41373708844184875,415.1109437942505,62,1,(12),10000,50,16,256
0,43.37329864501953,0.5341822504997253,418.56811594963074,72,1,(14),10000,50,16,256
0,16.360462188720703,0.32807716727256775,417.51849722862244,82,1,(16),10000,50,16,256
0,19.2301082611084,0.3556878864765167,424.1950011253357,92,1,(18),10000,50,16,256
0,16.572002410888672,0.33019137382507324,446.0713515281677,102,1,(20),10000,50,16,256
0,23.995380401611328,0.3973214626312256,448.0598874092102,112,1,(22),10000,50,16,256
0,6.892126083374023,0.2129388004541397,453.6862361431122,122,1,(24),10000,50,16,256
0,18.273775100708008,0.3467307388782501,457.8948075771332,132,1,(26),10000,50,16,256
0,14.354202270507812,0.30730366706848145,521.6008820533752,142,1,(28),10000,50,16,256
0,20.447574615478516,0.36677446961402893,2025.8359260559082,152,1,(30),10000,50,16,256
