Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,813.3952026367188,2.313284158706665,389.74608421325684,12,1,(2),10000,50,16,256
0,80.96449279785156,0.7298364043235779,396.84596991539,22,1,(4),10000,50,16,256
0,29.96152687072754,0.4439767003059387,400.5656051635742,32,1,(6),10000,50,16,256
0,22.184410095214844,0.3820341229438782,406.3241481781006,42,1,(8),10000,50,16,256
0,32.367862701416016,0.46146121621131897,413.1137282848358,52,1,(10),10000,50,16,256
0,12.254376411437988,0.2839381992816925,416.3671543598175,62,1,(12),10000,50,16,256
0,19.195995330810547,0.35537225008010864,419.47594833374023,72,1,(14),10000,50,16,256
0,14.424515724182129,0.30805540084838867,419.551265001297,82,1,(16),10000,50,16,256
0,17.377037048339844,0.33811625838279724,425.3587727546692,92,1,(18),10000,50,16,256
0,12.127510070800781,0.2824645936489105,449.49024629592896,102,1,(20),10000,50,16,256
0,23.46268081665039,0.3928864300251007,444.89716958999634,112,1,(22),10000,50,16,256
0,11.072532653808594,0.26989924907684326,449.5398986339569,122,1,(24),10000,50,16,256
0,8.655340194702148,0.2386273890733719,453.747141122818,132,1,(26),10000,50,16,256
0,12.262393951416016,0.28403106331825256,546.9125623703003,142,1,(28),10000,50,16,256
0,10.881245613098145,0.2675577402114868,1870.0014679431915,152,1,(30),10000,50,16,256
