Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,528.1351318359375,1.8640207052230835,63.612635374069214,14,1,(2),2000,50,16,256
0,268.50360107421875,1.3290865421295166,64.73253035545349,24,1,(4),2000,50,16,256
0,28.536298751831055,0.4332883656024933,65.26200199127197,34,1,(6),2000,50,16,256
0,19.476266860961914,0.3579571843147278,65.64299702644348,44,1,(8),2000,50,16,256
0,43.60516357421875,0.5356081128120422,66.98200535774231,54,1,(10),2000,50,16,256
0,19.461877822875977,0.3578249216079712,67.82605481147766,64,1,(12),2000,50,16,256
0,12.089252471923828,0.2820187211036682,67.48667120933533,74,1,(14),2000,50,16,256
0,10.519881248474121,0.2630774676799774,67.79761028289795,84,1,(16),2000,50,16,256
0,7.3082098960876465,0.21927227079868317,68.4427330493927,94,1,(18),2000,50,16,256
0,6.977362155914307,0.21425148844718933,70.22372007369995,104,1,(20),2000,50,16,256
0,5.1491241455078125,0.18405383825302124,66.44671440124512,114,1,(22),2000,50,16,256
0,12.075547218322754,0.28185880184173584,66.89884376525879,124,1,(24),2000,50,16,256
0,11.17578125,0.2711547017097473,68.16369462013245,134,1,(26),2000,50,16,256
0,19.31856918334961,0.35650503635406494,67.25047183036804,144,1,(28),2000,50,16,256
0,9.897475242614746,0.2551763355731964,67.9447193145752,154,1,(30),2000,50,16,256
