SSE,RMSE,TimeTaken,NumParams,Mechanistic Error,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
50.526683807373,0.576552152633667,60.8029799461365,24,5.22609493645534,1,(4),5000,50,16,256
163.126220703125,1.03595304489136,60.3771646022797,24,4.53362274427549,1,(4),5000,50,16,256
429.349609375,1.68067502975464,61.3656287193298,24,4.20245504085673,1,(4),5000,50,16,256
83.2543640136719,0.740085184574127,60.8642880916595,24,4.54422621193342,1,(4),5000,50,16,256
71.9568862915039,0.688041090965271,61.6547608375549,34,4.6738254678552,1,(6),5000,50,16,256
42.5750732421875,0.529243946075439,61.5195939540863,34,4.3127781439852,1,(6),5000,50,16,256
51.8626289367676,0.584124565124512,61.3037877082825,34,4.95429024056972,1,(6),5000,50,16,256
37.6519165039062,0.497704714536667,62.3621442317963,34,4.99367053060792,1,(6),5000,50,16,256
46.7595443725586,0.554642736911774,61.6056978702545,34,4.57477027991205,1,(6),5000,50,16,256
43.9448623657227,0.537690341472626,61.5909106731415,34,5.33464268927211,1,(6),5000,50,16,256
54.4824180603027,0.598696053028107,61.3698725700378,34,5.07683700568537,1,(6),5000,50,16,256
64.8972625732422,0.6534184217453,61.8677129745483,34,4.59729996134352,1,(6),5000,50,16,256
25.3107223510742,0.408066064119339,62.4509508609772,44,4.96922263265122,1,(8),5000,50,16,256
32.9581260681152,0.465649843215942,63.0436623096466,44,5.24012230308726,1,(8),5000,50,16,256
22.8067417144775,0.387355595827103,62.1401946544647,44,5.27203579930123,1,(8),5000,50,16,256
28.5014324188232,0.433023571968079,62.5315809249878,44,4.50491194458708,1,(8),5000,50,16,256
32.283332824707,0.460858285427094,62.4584047794342,44,4.6037018180592,1,(8),5000,50,16,256
36.6521453857422,0.491052478551865,63.385421037674,44,5.01002122370992,1,(8),5000,50,16,256
43.7045097351074,0.536217927932739,62.3453464508057,44,4.71442940650508,1,(8),5000,50,16,256
28.8930492401123,0.435988366603851,62.5425584316254,44,5.46168411939405,1,(8),5000,50,16,256
22.0234966278076,0.380646049976349,86.8477230072022,54,5.05148948787246,1,(10),5000,50,16,256
27.2876358032227,0.423702627420425,86.4684438705444,54,4.84502888244111,1,(10),5000,50,16,256
16.8749847412109,0.333196103572845,86.7270078659058,54,5.18783987327944,1,(10),5000,50,16,256
23.429536819458,0.392608821392059,86.0808563232422,54,4.6914344430482,1,(10),5000,50,16,256
26.8710517883301,0.420455992221832,87.1233546733856,54,4.89550564416684,1,(10),5000,50,16,256
13.5205669403076,0.298246711492538,87.1281137466431,54,5.258218243788,1,(10),5000,50,16,256
22.9011878967285,0.388156831264496,87.6765623092651,54,4.96031258865725,1,(10),5000,50,16,256
21.9204769134521,0.3797547519207,87.7161066532135,54,4.88354709373787,1,(10),5000,50,16,256
19.3490753173828,0.35678642988205,87.3607261180878,64,4.77421848878032,1,(12),5000,50,16,256
23.9996604919434,0.397356897592545,87.0871860980988,64,4.76184398690704,1,(12),5000,50,16,256
11.4698753356934,0.274699300527573,86.8335807323456,64,5.24720966674387,1,(12),5000,50,16,256
26.015869140625,0.413711279630661,86.9742803573609,64,4.5206212450657,1,(12),5000,50,16,256
23.9822692871094,0.397212892770767,87.4442071914673,64,4.62965283504454,1,(12),5000,50,16,256
28.8291473388672,0.435505956411362,87.2691268920898,64,5.0449791415353,1,(12),5000,50,16,256
23.7728481292725,0.395474821329117,87.439361333847,64,4.86719473999459,1,(12),5000,50,16,256
22.2479934692383,0.382581204175949,87.1751048564911,64,4.73418954008259,1,(12),5000,50,16,256
14.4071760177612,0.307870179414749,87.8137593269348,74,4.82438183082733,1,(14),5000,50,16,256
11.8256702423096,0.278927326202393,88.1456654071808,74,5.21285168005619,1,(14),5000,50,16,256
18.3473014831543,0.347427606582642,88.3405497074127,74,4.79094653192442,1,(14),5000,50,16,256
15.208083152771,0.316311836242676,88.2084817886353,74,4.83341797475703,1,(14),5000,50,16,256
17.7945003509521,0.342153578996658,88.0005793571472,74,4.99558576069074,1,(14),5000,50,16,256
13.4594116210938,0.297571420669556,88.2029445171356,74,4.6993016867945,1,(14),5000,50,16,256
21.2317390441895,0.373741209506989,88.3310339450836,74,4.99479624960368,1,(14),5000,50,16,256
18.0288219451904,0.344399005174637,88.4571380615234,74,4.5630171988532,1,(14),5000,50,16,256
16.4510307312012,0.328983992338181,88.0302858352661,84,4.64679350439226,1,(16),5000,50,16,256
7.98016500473022,0.229131162166595,88.0206751823425,84,5.25016447712667,1,(16),5000,50,16,256
9.49745464324951,0.249966502189636,88.41139960289,84,4.96473560716957,1,(16),5000,50,16,256
20.9795703887939,0.37151512503624,87.9860916137695,84,4.88941814334132,1,(16),5000,50,16,256
23.2498245239258,0.391100227832794,88.3599317073822,84,4.40535428817384,1,(16),5000,50,16,256
16.0282745361328,0.324729382991791,88.05712890625,84,4.8762312480621,1,(16),5000,50,16,256
20.5430068969727,0.367629379034042,88.297566652298,84,5.0492705779383,1,(16),5000,50,16,256
21.0684909820557,0.372301638126373,88.1779186725617,84,4.94120159545506,1,(16),5000,50,16,256
8.82219314575195,0.240916475653648,89.173330783844,94,4.95063267963938,1,(18),5000,50,16,256
10.6706552505493,0.264955997467041,89.6727294921875,94,4.95352964130696,1,(18),5000,50,16,256
15.2416753768921,0.31666100025177,89.2910094261169,94,4.64213094994426,1,(18),5000,50,16,256
16.2394676208496,0.326861768960953,89.6106860637665,94,4.98276117828209,1,(18),5000,50,16,256
7.38686466217041,0.220449075102806,89.473108291626,94,5.19631592420861,1,(18),5000,50,16,256
13.9339389801025,0.302771627902985,89.6513974666595,94,4.53157471212093,1,(18),5000,50,16,256
11.4861068725586,0.27489361166954,90.5058369636536,94,4.86227459186688,1,(18),5000,50,16,256
13.4753379821777,0.297747433185577,90.5838150978088,94,4.68849829539424,1,(18),5000,50,16,256
10.9328947067261,0.268191963434219,91.4434912204743,104,4.37305465275887,1,(20),5000,50,16,256
