width,batch-time,learning-rate,reg-param,parameter-index,sample,replicate,unknown_param_train_rmse,unknown_param_test_rmse,unknown_param_attempts,unknown_param_err,J0_percent_err,J0_fit,J0_true,k2_percent_err,k2_fit,k2_true,k3_percent_err,k3_fit,k3_true,k4_percent_err,k4_fit,k4_true,k5_percent_err,k5_fit,k5_true,k6_percent_err,k6_fit,k6_true,k_percent_err,k_fit,k_true,kappa_percent_err,kappa_fit,kappa_true,psi_percent_err,psi_fit,psi_true,N_percent_err,N_fit,N_true,A_percent_err,A_fit,A_true
5.0,32.0,0.1,0.1,1.0,12.0,3.0,0.4327777922153473,0.39948081970214844,13,28.565251546572217,0.6984514839575924,0.7538712901060192,2.5,0.1635618505359068,6.981371103215441,6.0,0.4502655221118178,8.795751646210915,16.0,0.05629056644301983,94.37094335569802,100,0.05797856717082838,1.2057874340213397,1.28,0.43306552081364447,6.803213750236266,12.0,1.9227283080024113,5.26091095440434,1.8,0.25150709545122424,9.730407759134085,13.0,1.0897553700658662,0.20897553700658664,0.1,0.3482341794014595,0.6517658205985405,1.0,0.13643375198775853,4.545735007951034,4.0
5.0,32.0,0.1,10.0,9.0,5.0,2.0,0.11487326771020889,0.12224941700696945,1,36.06137175859171,0.5083068336060561,1.2292329159848598,2.5,0.03881145503403068,5.767131269795816,6.0,0.49766832641783065,8.03730677731471,16.0,0.10017015298924577,89.98298470107542,100,0.10259641153498554,1.1486765932352185,1.28,0.48344050483906637,6.198713941931204,12.0,2.979683148143258,7.163429666657865,1.8,0.33488282805520725,8.646523235282306,13.0,2.291566174582419,0.32915661745824193,0.1,0.23865947478247496,0.761340525217525,1.0,0.11517385857816764,4.460695434312671,4.0
5.0,32.0,0.1,10.0,0.0,13.0,2.0,0.10340823978185654,0.0928310751914978,1,23.20880400394857,0.23624703544994147,3.0906175886248537,2.5,0.022234900488146803,6.133409402928881,6.0,0.4861781302302284,8.221149916316346,16.0,0.016833228236356915,98.31667717636431,100,0.0321560397561654,1.2388402691121083,1.28,0.4142840059699664,7.028591928360403,12.0,2.330634990145592,5.995142982262066,1.8,0.20180246867221052,10.376567907261263,13.0,1.6749048460429086,0.26749048460429087,0.1,0.16045455557838184,0.8395454444216182,1.0,0.21587904684113113,4.8635161873645245,4.0
5.0,32.0,0.1,0.1,8.0,5.0,2.0,0.32322925329208374,0.18793675303459167,1,36.33665590528617,0.7326140528134738,0.6684648679663154,2.5,0.06570427845731623,5.605774329256103,6.0,0.5365125110182569,7.415799823707889,16.0,0.14905741509622358,85.09425849037764,100,0.23179309812617385,0.9833048343984975,1.28,0.44836769151402683,6.619587701831678,12.0,2.320798737545899,5.977437727582618,1.8,0.002303133388541968,13.029940734051046,13.0,0.2386594747824751,0.0761340525217525,0.1,0.23983717261020188,0.7601628273897981,1.0,0.11819109277554518,4.472764371102181,4.0
5.0,32.0,0.1,1.0,9.0,15.0,2.0,0.13153579831123352,0.1368594765663147,1,22.11173020129017,0.24957032617957103,1.8760741845510724,2.5,0.40333937582082524,3.5799637450750486,6.0,0.3591287363656276,10.253940218149959,16.0,0.006434433354768174,100.64344333547682,100,0.1295801067819211,1.445862536680859,1.28,0.3127057394369836,8.247531126756197,12.0,3.2949964644216765,7.730993635959018,1.8,0.13965106762661264,11.184536120854036,13.0,2.0587314441243256,0.3058731444124326,0.1,0.3955224970987592,1.3955224970987592,1.0,0.10302011176215009,4.4120804470486,4.0
5.0,32.0,0.1,10.0,10.0,4.0,2.0,0.12030036747455597,0.29156333208084106,1,30.945258616067253,0.26236093941720134,1.8440976514569967,2.5,0.2584373719847006,4.449375768091796,6.0,0.2487481120181564,12.020030207709498,16.0,0.09041311785578117,90.95868821442188,100,0.5602984071300043,0.5628180388735945,1.28,0.5796160900844736,5.044606918986317,12.0,2.242277737371052,5.8360999272678935,1.8,0.19593528969340937,10.452841233985678,13.0,0.42968452266843676,0.14296845226684368,0.1,0.2849582065271302,0.7150417934728698,1.0,0.28342251588278666,2.8663099364688533,4.0
5.0,32.0,0.1,1.0,5.0,1.0,3.0,0.19310714304447174,0.19301463663578033,1,32.013971875010895,0.8081773641517618,0.4795565896205955,2.5,0.20389860564288767,4.776608366142674,6.0,0.43823479417324585,8.988243293228066,16.0,0.0648700819614227,93.51299180385773,100,0.2811429979013603,1.6398630373137413,1.28,0.4025304320029291,7.169634815964851,12.0,2.4331307219729554,6.17963529955132,1.8,0.39559336497489694,7.85728625532634,13.0,1.5056818409772257,0.2505681840977226,0.1,0.06600605655955694,0.9339939434404431,1.0,0.08555510540720301,4.342220421628812,4.0
5.0,32.0,0.1,10.0,5.0,6.0,2.0,0.28487807512283325,0.2740987539291382,1,19.25511960314523,0.7037856017516574,0.7405359956208566,2.5,0.062390382273237975,5.625657706360572,6.0,0.3972355396625534,9.644231365399145,16.0,0.006680144399194177,99.33198556008058,100,0.07577459350169481,1.1830085203178307,1.28,0.1911001836004059,9.70679779679513,12.0,3.0031463592149246,7.205663446586864,1.8,0.13237769393924437,11.279089978789823,13.0,1.1236247841267337,0.2123624784126734,0.1,0.17904307454713675,0.8209569254528633,1.0,0.07233938174062349,4.289357526962494,4.0
5.0,32.0,0.1,1.0,2.0,17.0,3.0,,,50,,,,2.5,,,6.0,0.5753186734235161,25.205098774776257,16.0,,,100,,,1.28,,,12.0,,,1.8,,,13.0,,,0.1,,,1.0,,,4.0
5.0,32.0,0.1,10.0,8.0,2.0,1.0,0.2830704152584076,0.32061871886253357,1,32.503686502307886,0.6891912869058642,0.7770217827353397,2.5,0.1991068843535929,7.194641306121557,6.0,0.5285508703489914,7.5431860744161385,16.0,0.05998109311885898,94.0018906881141,100,0.19438633181294313,1.5288145047205672,1.28,0.5234783329449916,5.7182600046601015,12.0,1.865504504539738,5.157908108171529,1.8,0.31827967383698597,8.862364240119183,13.0,0.3652078040649524,0.06347921959350476,0.1,0.3763634475790235,0.6236365524209765,1.0,0.17304028633839463,4.6921611453535785,4.0
5.0,32.0,0.1,0.1,5.0,0.0,2.0,0.28808027505874634,0.2301148623228073,4,31.015216453517525,0.7369460205344497,0.6576349486638756,2.5,0.0667340894763752,6.400404536858251,6.0,0.5049583592944434,7.920666251288905,16.0,0.0706034984863166,92.93965015136834,100,0.37135628278747945,0.8046639580320263,1.28,0.43765867480965087,6.74809590228419,12.0,2.832325339163604,6.898185610494487,1.8,0.13807826826736744,11.204982512524223,13.0,0.4625204051389689,0.1462520405138969,0.1,0.3069196301165632,0.6930803698834368,1.0,0.16478708992397118,4.659148359695885,4.0
5.0,32.0,0.1,1.0,2.0,11.0,2.0,0.23865725100040436,0.11459387838840485,1,24.563050920219116,0.6064207866312341,0.983948033421915,2.5,0.14039252588290804,5.157644844702552,6.0,0.09515019344801945,17.52240309516831,16.0,0.058338695982134536,94.16613040178655,100,0.010542749750418363,1.2665052803194645,1.28,0.4265795704275985,6.8810451548688185,12.0,2.480728485555895,6.265311274000611,1.8,0.3616230875562815,8.29889986176834,13.0,1.0570969525734257,0.2057096952573426,0.1,0.13477891651534002,0.86522108348466,1.0,0.07725537903628699,3.690978483854852,4.0
5.0,32.0,0.1,1.0,5.0,19.0,2.0,0.33346185088157654,0.31053072214126587,2,32.93940271757923,0.7233767055131042,0.6915582362172397,2.5,0.10164453855976507,6.6098672313585904,6.0,0.4442452190322267,8.892076495484373,16.0,0.06563386355806174,93.43661364419383,100,0.015007044930205084,1.2607909824893375,1.28,0.7782794100389229,21.339352920467075,12.0,2.877613666308232,6.979704599354817,1.8,0.11051902377340693,11.56325269094571,13.0,0.5734389390559543,0.15734389390559544,0.1,0.44914029543048006,0.5508597045695199,1.0,0.09207145659828853,4.368285826393154,4.0
5.0,32.0,0.1,0.1,0.0,0.0,2.0,0.336602121591568,0.20041650533676147,50,28.91469765897789,0.43765867480965087,1.4058533129758728,2.5,0.07512997624744111,6.450779857484647,6.0,0.532749388998489,7.476009776024176,16.0,0.006081555799472369,100.60815557994724,100,0.0689737133801386,1.3682863531265774,1.28,0.6517248069401073,4.179302316718712,12.0,2.7275986348402443,6.7096775427124395,1.8,0.32376268340870734,8.791085115686805,13.0,1.4106887607757168,0.2410688760775717,0.1,0.34214316325295524,0.6578568367470448,1.0,0.181709201945506,4.726836807782024,4.0
5.0,32.0,0.1,10.0,10.0,0.0,2.0,,,17,12.093140969182159,0.23093821738564452,3.0773455434641113,2.5,0.07199658102236824,5.5680205138657906,6.0,0.1516392097014405,13.573772644776952,16.0,0.02316950372733615,102.31695037273361,100,0.023486200355084252,1.2499376635454922,1.28,0.031942474480403625,11.616690306235157,12.0,0.8718025984854029,0.2307553227262748,1.8,0.12165075502559229,14.5814598153327,13.0,5.891487386182411,0.6891487386182411,0.1,0.4367782509445519,1.436778250944552,1.0,0.4376586748096509,2.2493653007613963,4.0
5.0,32.0,0.1,10.0,10.0,6.0,1.0,0.21538278460502625,0.28098493814468384,1,31.92651120122592,0.5664245249374769,1.0839386876563077,2.5,0.1454548335603243,6.872729001361946,6.0,0.24599077888795162,19.935852462207226,16.0,0.13028559198218076,86.97144080178192,100,0.5587490266792645,0.5648012458505414,1.28,0.4414508995292353,6.7025892056491765,12.0,2.814652510178239,6.86637451832083,1.8,0.03126462351922959,12.593559894250015,13.0,0.1835250666205715,0.11835250666205716,0.1,0.4051318134601962,0.5948681865398038,1.0,0.19110018360040615,3.2355992655983754,4.0
5.0,32.0,0.1,10.0,10.0,1.0,3.0,0.5167090892791748,0.6301621198654175,2,20.010656950505787,0.1120778790555466,2.2198053023611335,2.5,0.12360130794899371,5.258392152306038,6.0,0.4825932743800996,23.721492390081593,16.0,0.004503682993732241,100.45036829937322,100,0.33270895119795024,1.7058674575333763,1.28,0.2282675597571823,14.739210717086188,12.0,0.9778901777111457,3.5602023198800623,1.8,0.29802247665038917,16.87429219645506,13.0,0.4346289244545837,0.05653710755454164,0.1,0.3638364043062807,0.6361635956937193,1.0,0.40253043200292915,2.3898782719882834,4.0
5.0,32.0,0.1,0.1,3.0,19.0,1.0,,,50,,,,2.5,,,6.0,,,16.0,0.7782794100389228,177.82794100389228,100,,,1.28,,,12.0,,,1.8,,,13.0,,,0.1,,,1.0,,,4.0
5.0,32.0,0.1,1.0,0.0,10.0,3.0,0.23018953204154968,0.13325361907482147,1,27.867421160089226,0.03076080197786002,2.57690200494465,2.5,0.027236811438035396,6.163420868628212,6.0,0.5361201786019881,7.42207714236819,16.0,0.0045028522313489815,100.4502852231349,100,0.019613772376582406,1.2548943713579745,1.28,0.6460227220020952,4.247727335974857,12.0,1.8211487999357172,5.078067839884291,1.8,0.49804651638960823,6.525395286935093,13.0,1.0387234503935845,0.20387234503935847,0.1,0.3069631307372753,0.6930368692627247,1.0,0.16450097108916317,4.658003884356653,4.0
5.0,32.0,0.1,10.0,2.0,10.0,3.0,0.34596455097198486,0.3271808624267578,1,21.0233189697499,0.583957979459494,1.0401050513512649,2.5,0.5090071406294181,2.9459571562234914,6.0,0.03076080197786002,16.49217283164576,16.0,0.03481008621807888,96.51899137819211,100,0.142909776020508,1.4629245133062503,1.28,0.3937730356809967,7.27472357182804,12.0,2.364265092294497,6.055677166130095,1.8,0.22289325900399823,10.102387632948023,13.0,0.45480497292913924,0.14548049729291393,0.1,0.395189661511516,1.395189661511516,1.0,0.008509772601573706,4.034039090406295,4.0
5.0,32.0,0.1,1.0,10.0,12.0,2.0,0.28209659457206726,0.27393531799316406,1,30.02319434540921,0.2641232153143048,1.839691961714238,2.5,0.4071443361746763,3.557133982951942,6.0,0.5406219784579362,7.35004834467302,16.0,0.029776443594357715,97.02235564056423,100,0.12436821953931351,1.1208086789896787,1.28,0.480812485274365,6.23025017670762,12.0,2.8566048099084598,6.941888657835228,1.8,0.2551906602320963,9.682521416982748,13.0,1.298176875909311,0.22981768759093113,0.1,0.12005080042289618,1.1200508004228962,1.0,0.16356185053590688,4.6542474021436275,4.0
5.0,32.0,0.1,1.0,5.0,8.0,1.0,0.46668726205825806,0.45178985595703125,1,23.673565440447145,0.5775170977616559,1.0562072555958602,2.5,0.0583509974594015,5.649894015243591,6.0,0.5372932133122199,7.403308587004481,16.0,0.05132050127731759,94.86794987226824,100,0.3490603331045436,1.7267972263738158,1.28,0.08688323667135019,10.957401159943798,12.0,2.4268223158705506,6.168280168566991,1.8,0.06352153878521637,12.174219995792187,13.0,0.9528357820572982,0.19528357820572984,0.1,0.2278578683885526,0.7721421316114474,1.0,0.28608187119005346,5.144327484760214,4.0
5.0,32.0,0.1,1.0,4.0,17.0,2.0,0.1630847305059433,0.11625582724809647,1,28.019313021080755,0.8373172105343845,0.4067069736640389,2.5,0.2257990877071161,4.645205473757303,6.0,0.449387501600528,8.809799974391552,16.0,0.03229695817082714,96.77030418291729,100,0.5753186734235157,2.0164079019821,1.28,0.5079253203563315,5.904896155724022,12.0,2.904783414633972,7.0286101463411494,1.8,0.1023672182550402,11.669226162684478,13.0,2.283069718493708,0.3283069718493708,0.1,0.0683282661817165,0.9316717338182835,1.0,0.1159496644662743,4.463798657865097,4.0
5.0,32.0,0.1,10.0,2.0,3.0,3.0,0.23951874673366547,0.17227330803871155,1,26.70760505021697,0.5446564341657978,1.1383589145855055,2.5,0.5086740747806994,2.947955551315804,6.0,0.3255537125164245,10.791140599737208,16.0,0.03420331174876779,96.57966882512322,100,0.08080047357058358,1.383424606170347,1.28,0.4992086334957702,6.009496398050757,12.0,2.5005138165403453,6.300924869772621,1.8,0.18875499334566143,10.546185086506402,13.0,0.2270802076138788,0.12270802076138788,0.1,0.3088522820138755,1.3088522820138755,1.0,0.07112516170440797,4.284500646817632,4.0
