width,batch-time,learning-rate,reg-param,parameter-index,sample,replicate,beta_percent_err,beta_fit,beta_true,gamma_percent_err,gamma_fit,gamma_true,delta_percent_err,delta_fit,delta_true
5.0,64.0,0.1,0.0,0.0,2.0,12.0,0.8741074588205833,0.18883881176912512,1.5,0.3617460526901029,1.9147618419296912,3.0,0.10433217869089062,1.1043321786908906,1.0
5.0,64.0,0.1,1.0,0.0,5.0,16.0,2.9605947323337506e-16,1.5000000000000004,1.5,0.16744331523388345,2.4976700542983497,3.0,0.05717510539346238,1.0571751053934624,1.0
5.0,64.0,0.1,1.0,2.0,7.0,7.0,2.133380827964581,-1.7000712419468718,1.5,1.0166051154433913,6.049815346330174,3.0,2.981071705534973,3.981071705534973,1.0
5.0,64.0,0.1,1.0,1.0,6.0,13.0,0.746990328490691,0.3795145072639634,1.5,0.9952623149688785,5.985786944906636,3.0,0.5693276594024084,1.5693276594024084,1.0
5.0,64.0,0.1,1.0,0.0,2.0,5.0,0.8741074588205833,0.18883881176912512,1.5,0.33426522523012386,1.9972043243096285,3.0,0.1051581654821876,1.1051581654821876,1.0
5.0,64.0,0.1,1.0,2.0,8.0,17.0,3.9506452427070236,7.425967864060535,1.5,0.3876638476307293,1.837008457107812,3.0,6.943282347242813,7.943282347242813,1.0
5.0,64.0,0.1,0.0,2.0,1.0,5.0,2.790551767097929,5.685827650646893,1.5,0.5233691347800636,1.429892595659809,3.0,0.9369042655519807,0.06309573444801933,1.0
5.0,64.0,0.1,1.0,1.0,4.0,13.0,0.9856447209521418,0.021532918571787227,1.5,0.4988127663727278,1.5035617008818165,3.0,0.041155840202850014,1.04115584020285,1.0
5.0,64.0,0.1,1.0,2.0,1.0,14.0,1.6349188529817382,3.9523782794726072,1.5,0.6494007159936529,1.0517978520190412,3.0,0.9369042655519807,0.06309573444801933,1.0
5.0,64.0,0.1,1.0,1.0,9.0,1.0,,,1.5,14.848931924611122,47.54679577383337,3.0,,,1.0
5.0,64.0,0.1,0.0,2.0,4.0,19.0,4.574175911847923,8.361263867771884,1.5,0.42949993237443823,1.7115002028766853,3.0,0.49881276637272776,0.5011872336272722,1.0
5.0,64.0,0.1,1.0,2.0,0.0,13.0,2.4171884210781136,5.12578263161717,1.5,0.5826498364563634,1.2520504906309098,3.0,0.9683772233983162,0.03162277660168379,1.0
5.0,64.0,0.1,1.0,0.0,6.0,15.0,0.9952623149688792,2.9928934724533187,1.5,0.18422105017641974,2.447336849470741,3.0,0.003815937176750439,0.9961840628232496,1.0
5.0,64.0,0.1,0.0,1.0,9.0,5.0,,,1.5,14.848931924611122,47.54679577383337,3.0,,,1.0
5.0,64.0,0.1,1.0,1.0,10.0,17.0,,,1.5,30.622776601683793,94.86832980505137,3.0,,,1.0
5.0,64.0,0.1,1.0,0.0,3.0,13.0,0.7488113568490421,0.376782964726437,1.5,0.27948905209341995,2.16153284371974,3.0,0.16274250546399172,1.1627425054639917,1.0
5.0,64.0,0.1,0.0,1.0,5.0,12.0,0.22497823885289478,1.1625326417206578,1.5,1.4802973661668753e-16,2.9999999999999996,3.0,0.2752546014030519,1.275254601403052,1.0
5.0,64.0,0.1,1.0,1.0,8.0,6.0,,,1.5,6.943282347242813,23.82984704172844,3.0,,,1.0
5.0,64.0,0.1,1.0,2.0,10.0,11.0,,,1.5,,,3.0,30.622776601683793,31.622776601683793,1.0
5.0,64.0,0.1,1.0,0.0,0.0,6.0,0.9683772233983162,0.0474341649025257,1.5,0.39107282978018026,1.8267815106594592,3.0,0.056394883280808994,1.056394883280809,1.0
5.0,64.0,0.1,1.0,2.0,9.0,14.0,3.674517339376552,7.011776009064828,1.5,0.006596418257631094,3.0197892547728933,3.0,14.848931924611126,15.848931924611126,1.0
5.0,64.0,0.1,0.0,1.0,6.0,3.0,0.6294428779907462,0.5558356830138808,1.5,0.9952623149688785,5.985786944906636,3.0,0.8127104979927866,1.8127104979927866,1.0
5.0,64.0,0.1,1.0,0.0,7.0,20.0,2.9810717055349745,5.971607558302462,1.5,0.20684986447537326,2.37945040657388,3.0,0.05420054862659507,1.054200548626595,1.0
5.0,64.0,0.1,0.0,2.0,5.0,4.0,0.2842952606176583,1.9264428909264875,1.5,0.10968938255462612,2.6709318523361216,3.0,0.0,1.0,1.0
5.0,64.0,0.1,0.0,1.0,6.0,11.0,0.5376568751771318,2.3064853127656977,1.5,0.9952623149688785,5.985786944906636,3.0,0.30933051336645456,1.3093305133664546,1.0
5.0,64.0,0.1,1.0,2.0,0.0,12.0,2.2963803444694086,4.944570516704113,1.5,0.59082974339575,1.22751076981275,3.0,0.9683772233983162,0.03162277660168379,1.0
5.0,64.0,0.1,0.0,0.0,0.0,9.0,0.9683772233983162,0.0474341649025257,1.5,0.36678724096505405,1.899638277104838,3.0,0.14775884736185185,1.1477588473618519,1.0
5.0,64.0,0.1,0.0,0.0,2.0,9.0,0.8741074588205833,0.18883881176912512,1.5,0.38032813442530705,1.859015596724079,3.0,0.02677909421071689,1.026779094210717,1.0
5.0,64.0,0.1,0.0,1.0,2.0,13.0,1.8692124210490018,-1.3038186315735023,1.5,0.8741074588205833,0.3776776235382501,3.0,0.09106875027731143,0.9089312497226886,1.0
5.0,64.0,0.1,1.0,0.0,0.0,16.0,0.9683772233983162,0.0474341649025257,1.5,0.37488466849629165,1.875345994511125,3.0,0.1254532923574614,1.1254532923574614,1.0
5.0,64.0,0.1,1.0,1.0,9.0,6.0,,,1.5,14.848931924611122,47.54679577383337,3.0,,,1.0
5.0,64.0,0.1,0.0,1.0,0.0,7.0,2.3038870324157523,-1.9558305486236285,1.5,0.9683772233983162,0.09486832980505137,3.0,0.028181398022172455,0.9718186019778275,1.0
5.0,64.0,0.1,1.0,2.0,9.0,5.0,4.234436008951039,7.8516540134265576,1.5,0.021475096019014206,3.0644252880570426,3.0,14.848931924611126,15.848931924611126,1.0
5.0,64.0,0.1,1.0,2.0,5.0,16.0,0.8858052847745649,0.1712920728381527,1.5,0.4295339894128037,1.711398031761589,3.0,0.0,1.0,1.0
5.0,64.0,0.1,1.0,1.0,0.0,17.0,2.2392710249649594,-1.8589065374474392,1.5,0.9683772233983162,0.09486832980505137,3.0,0.09180928434521707,0.9081907156547829,1.0
5.0,64.0,0.1,0.0,1.0,4.0,7.0,0.8846935415383047,0.17295968769254288,1.5,0.4988127663727278,1.5035617008818165,3.0,0.011502016046132102,0.9884979839538679,1.0
5.0,64.0,0.1,0.0,2.0,9.0,20.0,0.5303592109854277,2.2955388164781416,1.5,0.3810426975587959,1.8568719073236124,3.0,14.848931924611126,15.848931924611126,1.0
5.0,64.0,0.1,1.0,1.0,5.0,12.0,0.5208874101031701,0.7186688848452448,1.5,1.4802973661668753e-16,2.9999999999999996,3.0,0.30102027256636665,1.3010202725663667,1.0
5.0,64.0,0.1,0.0,1.0,9.0,12.0,,,1.5,14.848931924611122,47.54679577383337,3.0,,,1.0
5.0,64.0,0.1,0.0,0.0,8.0,13.0,6.943282347242815,11.914923520864223,1.5,0.06094541206959455,2.8171637637912164,3.0,0.08740602476020132,1.0874060247602013,1.0
5.0,64.0,0.1,1.0,0.0,1.0,19.0,0.9369042655519806,0.09464360167202902,1.5,0.44860540560203316,1.6541837831939006,3.0,0.009555857545726743,0.9904441424542733,1.0
5.0,64.0,0.1,1.0,2.0,1.0,15.0,2.982746323857692,5.974119485786538,1.5,0.5735071987552626,1.2794784037342124,3.0,0.9369042655519807,0.06309573444801933,1.0
5.0,64.0,0.1,1.0,1.0,7.0,10.0,3.6973232220321015,7.045984833048152,1.5,2.9810717055349727,11.943215116604918,3.0,1.8742891155103765,2.8742891155103765,1.0
5.0,64.0,0.1,0.0,0.0,7.0,3.0,2.9810717055349745,5.971607558302462,1.5,0.2315002910433598,2.3054991268699205,3.0,0.06613894126049091,1.066138941260491,1.0
5.0,64.0,0.1,1.0,0.0,1.0,16.0,0.9369042655519806,0.09464360167202902,1.5,0.3734513730563384,1.8796458808309848,3.0,0.1017343942378588,1.1017343942378588,1.0
5.0,64.0,0.1,1.0,0.0,10.0,17.0,30.6227766016838,47.4341649025257,1.5,0.03892048576827175,3.1167614573048152,3.0,0.0208886268544064,1.0208886268544064,1.0
5.0,64.0,0.1,0.0,0.0,1.0,11.0,0.9369042655519806,0.09464360167202902,1.5,0.3520147686024046,1.9439556941927862,3.0,0.09129618899218017,1.0912961889921802,1.0
5.0,64.0,0.1,1.0,2.0,9.0,17.0,0.6430543067878082,2.464581460181712,1.5,0.21578289589710664,2.35265131230868,3.0,14.848931924611126,15.848931924611126,1.0
5.0,64.0,0.1,0.0,1.0,8.0,10.0,,,1.5,6.943282347242813,23.82984704172844,3.0,,,1.0
5.0,64.0,0.1,0.0,2.0,9.0,10.0,1.221277551358832,3.331916327038248,1.5,0.25949650464921464,2.221510486052356,3.0,14.848931924611126,15.848931924611126,1.0
5.0,64.0,0.1,0.0,2.0,7.0,12.0,2.0522347342495184,-1.5783521013742774,1.5,1.2636661309657367,6.79099839289721,3.0,2.981071705534973,3.981071705534973,1.0
5.0,64.0,0.1,0.0,0.0,10.0,11.0,30.6227766016838,47.4341649025257,1.5,0.008533917472933824,2.9743982475811985,3.0,0.03989330668905877,1.0398933066890588,1.0
5.0,64.0,0.1,1.0,1.0,8.0,20.0,,,1.5,6.943282347242813,23.82984704172844,3.0,,,1.0
5.0,64.0,0.1,1.0,2.0,6.0,20.0,1.6049619166716615,-0.9074428750074923,1.5,0.31832501083640913,2.0450249674907726,3.0,0.9952623149688788,1.9952623149688788,1.0
5.0,64.0,0.1,0.0,1.0,2.0,9.0,3.1788196851121207,-3.2682295276681814,1.5,0.8741074588205833,0.3776776235382501,3.0,0.4499903098572746,1.4499903098572746,1.0
5.0,64.0,0.1,1.0,1.0,2.0,5.0,2.033910396455339,-1.5508655946830088,1.5,0.8741074588205833,0.3776776235382501,3.0,0.13243675088901408,0.8675632491109859,1.0
5.0,64.0,0.1,1.0,2.0,0.0,6.0,1.3947098131953464,3.5920647197930196,1.5,0.6433059328644528,1.0700822014066416,3.0,0.9683772233983162,0.03162277660168379,1.0
5.0,64.0,0.1,1.0,2.0,7.0,18.0,2.2901671181296517,-1.935250677194477,1.5,0.4171839829001917,4.251551948700575,3.0,2.981071705534973,3.981071705534973,1.0
5.0,64.0,0.1,0.0,2.0,8.0,9.0,0.023176182009590967,1.5347642730143864,1.5,0.2598364469022199,3.77950934070666,3.0,6.943282347242813,7.943282347242813,1.0
5.0,64.0,0.1,1.0,2.0,9.0,6.0,0.2183399998702673,1.827509999805401,1.5,0.44969119290836845,1.6509264212748946,3.0,14.848931924611126,15.848931924611126,1.0
5.0,64.0,0.1,1.0,1.0,0.0,19.0,1.3558685677111029,-0.533802851566654,1.5,0.9683772233983162,0.09486832980505137,3.0,1.2355139841166936,2.2355139841166936,1.0
5.0,64.0,0.1,0.0,2.0,7.0,1.0,2.0486178567301456,-1.5729267850952184,1.5,0.7483890284318706,5.245167085295612,3.0,2.981071705534973,3.981071705534973,1.0
5.0,64.0,0.1,0.0,2.0,2.0,17.0,3.518023905643537,6.777035858465306,1.5,0.5881247794692027,1.2356256615923917,3.0,0.8741074588205833,0.12589254117941673,1.0
5.0,64.0,0.1,0.0,0.0,0.0,7.0,0.9683772233983162,0.0474341649025257,1.5,0.3889358566955434,1.8331924299133697,3.0,0.12163027093396539,1.1216302709339654,1.0
5.0,64.0,0.1,0.0,1.0,2.0,12.0,0.31272772627736467,1.030908410583953,1.5,0.8741074588205833,0.3776776235382501,3.0,1.2358338547213923,2.2358338547213923,1.0
5.0,64.0,0.1,0.0,1.0,4.0,6.0,0.8835967320514383,0.17460490192284267,1.5,0.4988127663727278,1.5035617008818165,3.0,0.019180349403810193,0.9808196505961898,1.0
5.0,64.0,0.1,0.0,2.0,4.0,18.0,5.848276049008302,10.272414073512453,1.5,0.43353652227214967,1.699390433183551,3.0,0.49881276637272776,0.5011872336272722,1.0
5.0,64.0,0.1,0.0,0.0,10.0,10.0,30.6227766016838,47.4341649025257,1.5,0.0020707177544818656,3.0062121532634456,3.0,0.044359389923598114,1.0443593899235981,1.0
5.0,64.0,0.1,0.0,1.0,10.0,6.0,,,1.5,30.622776601683793,94.86832980505137,3.0,,,1.0
5.0,64.0,0.1,1.0,2.0,3.0,3.0,3.7364834037007255,7.104725105551088,1.5,0.45201953649185195,1.6439413905244442,3.0,0.748811356849042,0.25118864315095796,1.0
5.0,64.0,0.1,0.0,1.0,1.0,10.0,2.916923545981657,-2.8753853189724854,1.5,0.9369042655519807,0.18928720334405796,3.0,1.4279007104426094,2.4279007104426094,1.0
5.0,64.0,0.1,1.0,1.0,7.0,17.0,0.7573098972872433,0.3640351540691352,1.5,2.9810717055349727,11.943215116604918,3.0,1.2084678763224077,2.2084678763224077,1.0
5.0,64.0,0.1,0.0,2.0,7.0,3.0,1.5999471718493528,-0.8999207577740292,1.5,2.1344537259007574,9.403361177702273,3.0,2.981071705534973,3.981071705534973,1.0
5.0,64.0,0.1,1.0,0.0,6.0,1.0,0.9952623149688792,2.9928934724533187,1.5,0.14463366725603807,2.566098998231886,3.0,0.04964446203920514,1.0496444620392051,1.0
5.0,64.0,0.1,1.0,0.0,0.0,7.0,0.9683772233983162,0.0474341649025257,1.5,0.22885329943756805,3.686559898312704,3.0,0.41094586891990503,1.410945868919905,1.0
5.0,64.0,0.1,0.0,1.0,10.0,3.0,,,1.5,30.622776601683793,94.86832980505137,3.0,,,1.0
5.0,64.0,0.1,1.0,0.0,1.0,6.0,0.9369042655519806,0.09464360167202902,1.5,0.39614979059609673,1.8115506282117098,3.0,0.06177952843854606,1.061779528438546,1.0
5.0,64.0,0.1,1.0,1.0,5.0,11.0,0.103090818686088,1.345363771970868,1.5,1.4802973661668753e-16,2.9999999999999996,3.0,0.020354968460216893,1.020354968460217,1.0
5.0,64.0,0.1,1.0,2.0,5.0,7.0,0.8105172674497062,0.2842240988254407,1.5,0.4069191677953175,1.7792424966140474,3.0,0.0,1.0,1.0
5.0,64.0,0.1,1.0,0.0,9.0,17.0,14.84893192461113,23.773397886916694,1.5,0.008101757826245226,2.9756947265212643,3.0,0.07583428100593004,1.07583428100593,1.0
5.0,64.0,0.1,0.0,1.0,10.0,20.0,,,1.5,30.622776601683793,94.86832980505137,3.0,,,1.0
5.0,64.0,0.1,1.0,0.0,6.0,11.0,0.9952623149688792,2.9928934724533187,1.5,0.16816343324864583,2.4955097002540625,3.0,0.054871262207963456,1.0548712622079635,1.0
5.0,64.0,0.1,1.0,2.0,10.0,14.0,,,1.5,,,3.0,30.622776601683793,31.622776601683793,1.0
5.0,64.0,0.1,0.0,1.0,10.0,13.0,,,1.5,30.622776601683793,94.86832980505137,3.0,,,1.0
5.0,64.0,0.1,1.0,2.0,4.0,17.0,2.825732436799516,5.738598655199274,1.5,0.45821488950322914,1.6253553314903126,3.0,0.49881276637272776,0.5011872336272722,1.0
5.0,64.0,0.1,1.0,1.0,6.0,1.0,1.010585888678843,-0.01587883301826446,1.5,0.9952623149688785,5.985786944906636,3.0,0.544651237480632,1.544651237480632,1.0
5.0,64.0,0.1,0.0,2.0,7.0,11.0,1.9661602007717505,-1.4492403011576254,1.5,0.854937851002895,5.564813553008685,3.0,2.981071705534973,3.981071705534973,1.0
