width,batch-time,learning-rate,reg-param,parameter-index,sample,replicate,unknown_param_train_rmse,unknown_param_test_rmse,unknown_param_attempts,unknown_param_err,beta_percent_err,beta_fit,beta_true,gamma_percent_err,gamma_fit,gamma_true,delta_percent_err,delta_fit,delta_true
5.0,64.0,0.1,10.0,0.0,4.0,1.0,0.2412857711315155,0.8476908206939697,0,0.6052077877537996,0.06195813336018574,1.4070627999597214,1.5,0.11844677352822848,2.6446596794153145,3.0,0.1569302671288355,1.1569302671288355,1.0
5.0,64.0,0.1,1.0,2.0,0.0,2.0,0.24157781898975372,0.36496517062187195,0,2.7686828656014963,0.36720346246528507,0.9491948063020724,1.5,0.5934063323646392,1.2197810029060823,3.0,0.4376586748096509,0.5623413251903491,1.0
5.0,64.0,0.1,1.0,2.0,3.0,2.0,0.20664392411708832,0.6718824505805969,0,3.0947090678862317,0.898760644748763,0.15185903287685532,1.5,0.5239907620103685,1.4280277139688944,3.0,0.1745958147319816,0.8254041852680184,1.0
5.0,64.0,0.1,0.0,1.0,7.0,1.0,0.4096097946166992,0.42334088683128357,0,4.1695708795715705,1.6093343358309904,-0.9140015037464856,1.5,0.37685716485275805,4.130571494558274,3.0,0.6249978812668104,1.6249978812668104,1.0
5.0,64.0,0.1,1.0,2.0,5.0,2.0,0.18465864658355713,0.523594856262207,0,0.7595495026289216,0.2090498994848565,1.8135748492272847,1.5,0.12664138480561485,2.6200758455831554,3.0,0.06605049898479232,1.0660504989847923,1.0
5.0,64.0,0.1,10.0,1.0,4.0,1.0,0.1893739551305771,0.38305333256721497,0,1.191194431264066,0.4978607866055356,0.7532088200916965,1.5,0.06195813336018574,2.8141255999194428,3.0,0.2585288512752053,1.2585288512752053,1.0
5.0,64.0,0.1,1.0,0.0,3.0,2.0,0.16382567584514618,0.8451778888702393,0,0.5828575703511909,0.17459581473198163,1.2381062779020275,1.5,0.029903991677361724,2.910288024967915,3.0,0.23125187322113328,1.2312518732211333,1.0
5.0,64.0,0.1,0.1,0.0,2.0,1.0,0.16614538431167603,0.3211543560028076,0,0.8383903468960374,0.27370824982637876,1.0894376252604319,1.5,0.06545787951820037,2.803626361445399,3.0,0.23145433360186818,1.2314543336018682,1.0
5.0,64.0,0.1,1.0,0.0,9.0,3.0,0.19492745399475098,4.968541622161865,0,1.6360176862525986,0.7782794100389229,2.6674191150583844,1.5,0.15448128123482707,2.536556156295519,3.0,0.005154727489733002,0.994845272510267,1.0
5.0,64.0,0.1,10.0,0.0,3.0,3.0,0.25393033027648926,0.7898225784301758,0,0.8456796461446026,0.17459581473198163,1.2381062779020275,1.5,0.1471213389991156,2.5586359830026533,3.0,0.14242190704928337,1.1424219070492834,1.0
5.0,64.0,0.1,1.0,1.0,2.0,3.0,0.22951044142246246,0.4803592264652252,0,1.9685759684281456,0.6647500747755108,0.5028748878367337,1.5,0.27370824982637876,2.1788752505208637,3.0,0.1503261067857431,1.150326106785743,1.0
5.0,64.0,0.1,0.0,0.0,3.0,1.0,0.1325169801712036,0.14762762188911438,0,0.7855300206332281,0.17459581473198163,1.2381062779020275,1.5,0.12312827670010777,2.6306151698996767,3.0,0.15425146843493232,1.1542514684349323,1.0
5.0,64.0,0.1,0.0,1.0,0.0,2.0,0.18162596225738525,0.5749265551567078,0,2.4109141522813884,0.7230848774149691,0.4153726838775465,1.5,0.4376586748096509,1.6870239755710472,3.0,0.013310811729982164,0.9866891882700178,1.0
5.0,64.0,0.1,10.0,1.0,8.0,2.0,0.39070776104927063,0.38075053691864014,0,3.5367463495274962,0.8990775034508798,0.1513837448236803,1.5,0.5647481416580197,4.694244424974059,3.0,0.4938856693771174,1.4938856693771174,1.0
5.0,64.0,0.1,1.0,0.0,5.0,3.0,0.18392817676067352,0.5999121069908142,0,0.6166434475061848,0.06605049898479232,1.5990757484771885,1.5,0.15072061644293186,2.5478381506712044,3.0,0.0654058497002008,1.0654058497002008,1.0
5.0,64.0,0.1,10.0,2.0,9.0,3.0,0.40209469199180603,1.1606601476669312,0,1.8941970781641881,0.4507957033939156,0.8238064449091266,1.5,0.14657470434479736,3.439724113034392,3.0,0.7782794100389228,1.7782794100389228,1.0
5.0,64.0,0.1,0.0,2.0,6.0,1.0,0.21538300812244415,2.0717177391052246,0,0.6816605136812424,0.23103649591100872,1.846554743866513,1.5,0.04119270372871364,3.123578111186141,3.0,0.21152765862858836,1.2115276586285884,1.0
5.0,64.0,0.1,0.1,2.0,9.0,1.0,0.2072240710258484,0.7250229716300964,0,1.99214454292563,0.5616401672445716,0.6575397491331426,1.5,0.12380162733994989,3.3714048820198497,3.0,0.7782794100389228,1.7782794100389228,1.0
5.0,64.0,0.1,1.0,1.0,6.0,3.0,0.24025602638721466,0.5561787486076355,0,1.6213863894681435,0.6065749150984061,2.409862372647609,1.5,0.21152765862858836,3.634582975885765,3.0,0.07694104093476928,1.0769410409347693,1.0
5.0,64.0,0.1,0.0,2.0,8.0,3.0,0.2451810985803604,0.5211815237998962,0,1.3234967842799876,0.4310100550109706,0.853484917483544,1.5,0.037411186701837185,3.1122335601055116,3.0,0.56474814165802,1.56474814165802,1.0
5.0,64.0,0.1,10.0,2.0,0.0,3.0,0.1965782642364502,0.18245424330234528,0,13.741836167263967,8.137564589615673,13.70634688442351,1.5,0.3659435360102686,1.9021693919691942,3.0,0.4376586748096509,0.5623413251903491,1.0
5.0,64.0,0.1,0.0,1.0,4.0,1.0,0.1640915870666504,0.3907136619091034,0,0.9261553747003484,0.34666547400957254,0.9800017889856412,1.5,0.06195813336018574,2.8141255999194428,3.0,0.2202827636054323,1.2202827636054323,1.0
5.0,64.0,0.1,0.1,2.0,1.0,3.0,0.22687014937400818,0.6046973466873169,0,2.1677574726853615,0.31193749297638096,1.9679062394645714,1.5,0.44631057246894046,1.6610682825931786,3.0,0.36091951581396875,0.6390804841860313,1.0
5.0,64.0,0.1,10.0,0.0,2.0,1.0,0.1678045690059662,0.29472196102142334,0,0.8088728166610342,0.27370824982637876,1.0894376252604319,1.5,0.06946891323478684,2.7915932602956395,3.0,0.1899037022171055,1.1899037022171055,1.0
5.0,64.0,0.1,0.0,1.0,6.0,3.0,0.32992061972618103,0.5412024855613708,0,1.4375184316477776,0.4115407298125666,0.8826889052811501,1.5,0.21152765862858836,3.634582975885765,3.0,0.1856243610431625,1.1856243610431625,1.0
5.0,64.0,0.1,0.1,2.0,5.0,1.0,0.19469386339187622,0.406427264213562,0,0.49388628643195065,0.059530645034976036,1.589295967552464,1.5,0.11284660663156476,2.6614601801053057,3.0,0.06605049898479232,1.0660504989847923,1.0
5.0,64.0,0.1,1.0,0.0,8.0,1.0,0.33817073702812195,0.7197305560112,0,1.499557935730563,0.5647481416580199,2.34712221248703,1.5,0.20627366170983205,2.381179014870504,3.0,0.033614738114037035,1.033614738114037,1.0
5.0,64.0,0.1,0.1,0.0,0.0,1.0,0.27766114473342896,0.7154815196990967,0,1.6282370914919966,0.4376586748096509,0.8435119877855236,1.5,0.30084509693850353,2.0974647091844894,3.0,0.06921378846200943,1.0692137884620094,1.0
5.0,64.0,0.1,1.0,0.0,2.0,1.0,0.21809624135494232,0.29086801409721375,0,0.8360260185157262,0.27370824982637876,1.0894376252604319,1.5,0.07237313786763488,2.7828805863970953,3.0,0.20834423017325343,1.2083442301732534,1.0
5.0,64.0,0.1,0.0,1.0,7.0,2.0,0.228820338845253,0.17100991308689117,0,2.8651172147920723,1.0753424333237531,3.11301364998563,1.5,0.37685716485275805,4.130571494558274,3.0,0.12153207024816837,1.1215320702481684,1.0
5.0,64.0,0.1,1.0,0.0,5.0,1.0,0.20079834759235382,0.6829547882080078,0,0.5163454601476429,0.06605049898479232,1.5990757484771885,1.5,0.09130758725034498,2.726077238248965,3.0,0.14334694991941954,1.1433469499194195,1.0
5.0,64.0,0.1,0.1,0.0,6.0,1.0,0.2364574372768402,,0,0.7587235481050238,0.21152765862858836,1.8172914879428825,1.5,0.14044940885194293,2.578651773444171,3.0,0.020083833606312496,1.0200838336063125,1.0
5.0,64.0,0.1,10.0,0.0,6.0,3.0,0.2309291958808899,3.597790479660034,0,0.5596063559868356,0.21152765862858836,1.8172914879428825,1.5,0.054302693200830955,2.837091920397507,3.0,0.07940678844146021,1.0794067884414602,1.0
5.0,64.0,0.1,10.0,1.0,2.0,3.0,0.2320227026939392,0.32983115315437317,0,1.3254992186350611,0.331980031620676,1.002029952568986,1.5,0.27370824982637876,2.1788752505208637,3.0,0.006404421724910847,1.0064044217249108,1.0
5.0,64.0,0.1,10.0,1.0,2.0,1.0,0.15469858050346375,0.28399765491485596,0,1.6564952032198743,0.4651017175021878,0.8023474237467183,1.5,0.27370824982637876,2.1788752505208637,3.0,0.13771787748745634,1.1377178774874563,1.0
5.0,64.0,0.1,10.0,1.0,0.0,1.0,0.1501685529947281,0.336432546377182,0,2.4845888719670635,0.760464009787655,0.35930398531851737,1.5,0.4376586748096509,1.6870239755710472,3.0,0.03091683285662805,1.030916832856628,1.0
5.0,64.0,0.1,1.0,2.0,8.0,3.0,0.4606689214706421,0.7632977962493896,0,10.506891611093094,6.236262368161626,10.854393552242438,1.5,0.1959166390642119,3.5877499171926357,3.0,0.56474814165802,1.56474814165802,1.0
5.0,64.0,0.1,10.0,2.0,6.0,1.0,0.1571943163871765,0.3348410725593567,0,0.6670071587625497,0.22494766358438265,1.162578504623426,1.5,0.039352668252462454,2.8819419952426126,3.0,0.21152765862858836,1.2115276586285884,1.0
5.0,64.0,0.1,0.0,0.0,6.0,2.0,0.1513768583536148,0.1339491456747055,0,0.6044185071458095,0.21152765862858836,1.8172914879428825,1.5,0.02648339217498119,3.0794501765249436,3.0,0.20767684267798336,1.2076768426779834,1.0
5.0,64.0,0.1,0.0,2.0,7.0,3.0,0.17160116136074066,0.3803636431694031,0,1.1287918344230392,0.47978089411224806,0.7803286588316279,1.5,0.010754442800636385,2.967736671598091,3.0,0.3768571648527581,1.376857164852758,1.0
5.0,64.0,0.1,10.0,0.0,1.0,3.0,0.14486797153949738,0.3904532492160797,0,0.9477171177434297,0.3609195158139688,0.9586207262790468,1.5,0.05536475434846455,2.8339057369546063,3.0,0.24024358097708287,1.2402435809770829,1.0
5.0,64.0,0.1,10.0,2.0,3.0,2.0,0.16440458595752716,0.2102281004190445,0,1.9987248018176578,0.4159028173799883,0.8761457739300176,1.5,0.4000915870052313,1.7997252389843061,3.0,0.1745958147319816,0.8254041852680184,1.0
5.0,64.0,0.1,0.0,0.0,4.0,1.0,0.1296444535255432,0.15598173439502716,0,0.5844688703115797,0.06195813336018574,1.4070627999597214,1.5,0.0995202323488494,2.701439302953452,3.0,0.19297097322475287,1.1929709732247529,1.0
5.0,64.0,0.1,1.0,1.0,9.0,2.0,0.32142460346221924,0.7517755627632141,0,2.956621919936891,0.24776974309948394,1.871654614649226,1.5,0.7782794100389226,5.334838230116768,3.0,0.2501290751708969,1.2501290751708969,1.0
5.0,64.0,0.1,0.1,1.0,6.0,3.0,0.21402159333229065,0.3462081551551819,0,0.9325399518754136,0.1618443452986722,1.7427665179480083,1.5,0.21152765862858836,3.634582975885765,3.0,0.055190458041640245,1.0551904580416402,1.0
5.0,64.0,0.1,0.0,0.0,3.0,2.0,0.19010406732559204,,0,1.071819569437412,0.17459581473198163,1.2381062779020275,1.5,0.26509914457666656,2.2047025662700004,3.0,0.014628413609439894,0.9853715863905601,1.0
5.0,64.0,0.1,1.0,0.0,7.0,3.0,0.3152430057525635,1.9447672367095947,0,1.1906750782768891,0.37685716485275833,2.0652857472791375,1.5,0.2070563630572142,2.3788309108283574,3.0,0.004220241826108917,0.9957797581738911,1.0
5.0,64.0,0.1,10.0,1.0,6.0,1.0,0.38972532749176025,0.39006590843200684,0,2.7950476294494773,1.0976646200942701,-0.1464969301414052,1.5,0.21152765862858836,3.634582975885765,3.0,0.513967723422307,1.513967723422307,1.0
5.0,64.0,0.1,0.1,0.0,9.0,3.0,0.19697928428649902,0.85878986120224,0,1.6885373767285907,0.7782794100389229,2.6674191150583844,1.5,0.17204573833651068,2.483862784990468,3.0,0.0049810466606742265,0.9950189533393258,1.0
5.0,64.0,0.1,1.0,1.0,4.0,3.0,0.2514783442020416,0.8192465305328369,0,0.6586718573905272,0.2732555948870486,1.909883392330573,1.5,0.06195813336018574,2.8141255999194428,3.0,0.06291406497939711,1.062914064979397,1.0
5.0,64.0,0.1,10.0,0.0,8.0,2.0,0.23492929339408875,0.5954983234405518,0,1.3231458089302524,0.5647481416580199,2.34712221248703,1.5,0.13988588184171005,2.58034235447487,3.0,0.05636595091809227,1.0563659509180923,1.0
5.0,64.0,0.1,0.1,0.0,9.0,2.0,0.21333827078342438,0.5232962369918823,0,1.6723625252340524,0.7782794100389229,2.6674191150583844,1.5,0.1528076745543777,2.541576976336867,3.0,0.046520386512534984,1.046520386512535,1.0
5.0,64.0,0.1,1.0,1.0,1.0,1.0,0.21243341267108917,,0,1.6984463126103386,0.39707730319831286,0.9043840452025307,1.5,0.3609195158139688,1.9172414525580936,3.0,0.02007181037096306,0.9799281896290369,1.0
5.0,64.0,0.1,0.1,0.0,2.0,3.0,0.27506300806999207,0.7760447859764099,0,1.1493859574626146,0.27370824982637876,1.0894376252604319,1.5,0.21086496813525413,2.3674050955942376,3.0,0.10622867831728411,1.106228678317284,1.0
5.0,64.0,0.1,10.0,1.0,3.0,3.0,0.07890033721923828,0.1076556071639061,0,9.946231449950858,6.279772174262971,10.919658261394456,1.5,0.1745958147319815,2.4762125558040555,3.0,0.0027857443604569765,0.997214255639543,1.0
5.0,64.0,0.1,1.0,2.0,9.0,3.0,0.3835659921169281,0.6470935344696045,0,11.153527702566937,6.473516029580979,11.210274044371468,1.5,0.22165808271884835,3.664974248156545,3.0,0.7782794100389228,1.7782794100389228,1.0
5.0,64.0,0.1,1.0,1.0,9.0,1.0,0.40605881810188293,0.40046191215515137,0,9.396595727271208,4.491852859790917,8.237779289686376,1.5,0.7782794100389226,5.334838230116768,3.0,0.3239782074680646,1.3239782074680646,1.0
5.0,64.0,0.1,0.0,2.0,2.0,1.0,0.19696010649204254,0.6503154039382935,0,2.581328181681451,0.4548823843030887,0.817676423545367,1.5,0.5417654518001463,1.3747036445995608,3.0,0.27370824982637876,0.7262917501736212,1.0
