Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,2302.321533203125,3.392876148223877,25.422465324401855,522,2,(20 20),2000,100,16,256
0,1978.0504150390625,2.223763942718506,25.96203589439392,522,2,(20 20),2000,200,16,256
0,2320.785400390625,3.4064536094665527,35.729501724243164,752,2,(20 30),2000,100,16,256
0,2054.089111328125,2.2661030292510986,37.81355881690979,752,2,(20 30),2000,200,16,256
0,2467.53125,3.512500047683716,39.2458713054657,752,2,(30 20),2000,100,16,256
0,2253.646728515625,2.373629331588745,40.13543081283569,752,2,(30 20),2000,200,16,256
0,2294.3681640625,3.3870105743408203,42.80708861351013,1082,2,(30 30),2000,100,16,256
0,2080.504150390625,2.2806272506713867,42.30665898323059,1082,2,(30 30),2000,200,16,256
