Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,1123.32861328125,2.7185142040252686,376.755322933197,12,1,(2),10000,50,16,256
0,64.5539321899414,0.651687741279602,384.10827684402466,22,1,(4),10000,50,16,256
0,34.29013442993164,0.47496628761291504,387.5972239971161,32,1,(6),10000,50,16,256
0,26.58709716796875,0.41822853684425354,392.776757478714,42,1,(8),10000,50,16,256
0,18.463539123535156,0.34852638840675354,399.6426808834076,52,1,(10),10000,50,16,256
0,17.221298217773438,0.3365977108478546,403.18077969551086,62,1,(12),10000,50,16,256
0,16.453411102294922,0.3290077745914459,406.77426052093506,72,1,(14),10000,50,16,256
0,12.02590560913086,0.2812788486480713,405.0057272911072,82,1,(16),10000,50,16,256
0,23.962806701660156,0.39705169200897217,411.9286484718323,92,1,(18),10000,50,16,256
0,13.467866897583008,0.29766491055488586,424.96671509742737,102,1,(20),10000,50,16,256
0,13.645352363586426,0.2996198534965515,425.60534477233887,112,1,(22),10000,50,16,256
0,11.843279838562012,0.27913492918014526,432.63033652305603,122,1,(24),10000,50,16,256
0,18.032238006591797,0.34443163871765137,432.3955783843994,132,1,(26),10000,50,16,256
0,12.37085247039795,0.2852843999862671,557.5489196777344,142,1,(28),10000,50,16,256
0,12.412810325622559,0.2857677936553955,1734.9376747608185,152,1,(30),10000,50,16,256
