Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,6778.6064453125,6.678030967712402,241.15209245681763,12,1,(2),10000,50,16,256
0,13.547633171081543,0.29854509234428406,247.1083152294159,22,1,(4),10000,50,16,256
0,4.749105453491211,0.17676004767417908,252.03406405448914,32,1,(6),10000,50,16,256
0,6.202273845672607,0.20200107991695404,256.4797422885895,42,1,(8),10000,50,16,256
0,6.6079912185668945,0.20850330591201782,206.20447969436646,52,1,(10),10000,50,16,256
0,6.055078983306885,0.19958969950675964,208.013112783432,62,1,(12),10000,50,16,256
0,8.969374656677246,0.24291777610778809,207.43944334983826,72,1,(14),10000,50,16,256
0,4.241087913513184,0.16703860461711884,198.14460921287537,82,1,(16),10000,50,16,256
0,12.384666442871094,0.28544363379478455,203.23462915420532,92,1,(18),10000,50,16,256
0,11.092101097106934,0.27013763785362244,211.09477996826172,102,1,(20),10000,50,16,256
0,2.681914806365967,0.1328313797712326,213.57703065872192,112,1,(22),10000,50,16,256
0,2.696420669555664,0.1331901252269745,270.97247195243835,122,1,(24),10000,50,16,256
0,11.928714752197266,0.2801399528980255,274.6454064846039,132,1,(26),10000,50,16,256
0,4.107951641082764,0.16439585387706757,214.64197540283203,142,1,(28),10000,50,16,256
0,4.205977916717529,0.1663457453250885,209.08172941207886,152,1,(30),10000,50,16,256
