Replicate,SSE,RMSE,TimeTaken,NumParams,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,734.11279296875,2.197655439376831,2.0607173442840576,12,1,(2),100,50,16,256
0,734.5801391601562,2.198354959487915,2.06828236579895,22,1,(4),100,50,16,256
0,636.3733520507812,2.0461347103118896,2.138826847076416,32,1,(6),100,50,16,256
0,615.9697265625,2.0130655765533447,2.2459983825683594,42,1,(8),100,50,16,256
0,601.14013671875,1.9886853694915771,2.2012858390808105,52,1,(10),100,50,16,256
0,605.0337524414062,1.9951152801513672,2.244490623474121,62,1,(12),100,50,16,256
0,735.0149536132812,2.199005365371704,2.2494051456451416,72,1,(14),100,50,16,256
0,665.3731079101562,2.0922367572784424,2.257303237915039,82,1,(16),100,50,16,256
0,655.2299194335938,2.076228141784668,2.271898031234741,92,1,(18),100,50,16,256
0,558.9517822265625,1.9176324605941772,2.481163501739502,102,1,(20),100,50,16,256
0,278.9984436035156,1.3548121452331543,2.4673004150390625,112,1,(22),100,50,16,256
0,510.35650634765625,1.8323777914047241,3.160353183746338,122,1,(24),100,50,16,256
0,713.1104736328125,2.1659908294677734,3.2891018390655518,132,1,(26),100,50,16,256
0,578.3461303710938,1.9506175518035889,3.186278820037842,142,1,(28),100,50,16,256
0,176.75198364257812,1.0783514976501465,3.228308916091919,152,1,(30),100,50,16,256
