Replicate,SSE,RMSE,TimeTaken,NumParams,Mechanistic Error,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
0,486.8760681152344,1.7897295951843262,36.991097927093506,12,6.868901948048733,1,(2),5000,50,16,256
0,7.439733505249023,0.22123655676841736,37.43816113471985,22,8.506420166469178,1,(4),5000,50,16,256
0,15.090662002563477,0.3150883615016937,38.66216063499451,32,8.119441434359178,1,(6),5000,50,16,256
0,7.0605363845825195,0.21552470326423645,39.13069725036621,42,8.20887873601634,1,(8),5000,50,16,256
0,4.016181945800781,0.16254922747612,57.35337042808533,52,8.26023344358895,1,(10),5000,50,16,256
0,3.020662784576416,0.1409708559513092,55.027653217315674,62,7.278472053841687,1,(12),5000,50,16,256
0,6.277276039123535,0.20321877300739288,55.141695499420166,72,7.671187081886456,1,(14),5000,50,16,256
0,3.5367095470428467,0.15253795683383942,54.72864127159119,82,7.441692683463916,1,(16),5000,50,16,256
0,3.281148672103882,0.1469234675168991,55.858335971832275,92,7.496979110827669,1,(18),5000,50,16,256
0,1.2050628662109375,0.08903957158327103,56.64969849586487,102,6.60466538223438,1,(20),5000,50,16,256
0,5.345769882202148,0.18753543496131897,56.94857311248779,112,7.172941859485581,1,(22),5000,50,16,256
0,6.247884750366211,0.20274245738983154,56.91728591918945,122,6.9754641655832526,1,(24),5000,50,16,256
0,2.4333646297454834,0.1265265941619873,58.06702470779419,132,6.910926737841219,1,(26),5000,50,16,256
0,4.500520706176758,0.17207175493240356,58.32817196846008,142,6.582733503105119,1,(28),5000,50,16,256
0,8.927542686462402,0.24235063791275024,58.751774311065674,152,6.928876127164113,1,(30),5000,50,16,256
