Train Loss,Test Loss,Replicate,Size
0.04288627207279205,0.031686171889305115,0,5
0.04537715017795563,0.04851117730140686,1,5
0.03795294836163521,0.03077775426208973,2,5
0.042742639780044556,0.039693139493465424,3,5
0.0403742715716362,0.03138585761189461,4,5
0.06108759343624115,0.043196871876716614,5,5
0.03854868561029434,0.029434747993946075,6,5
0.04021488130092621,0.030967386439442635,7,5
0.05279485508799553,0.04467137157917023,8,5
0.03737794607877731,0.031322985887527466,9,5
0.039932798594236374,0.02936699241399765,10,5
0.044709160923957825,0.037881623953580856,11,5
0.0430409200489521,0.03613128140568733,12,5
0.048918217420578,0.03674757853150368,13,5
0.03997587785124779,0.02939591184258461,14,5
0.05804697424173355,0.047035932540893555,15,5
0.03912876546382904,0.030714241787791252,16,5
0.03828294575214386,0.0296743493527174,17,5
0.046747177839279175,0.04172315075993538,18,5
0.04402962327003479,0.030204489827156067,19,5
0.0440724715590477,0.040410712361335754,20,5
0.04184823855757713,0.03345274180173874,21,5
0.043990541249513626,0.036400724202394485,22,5
0.04366357624530792,0.03183155879378319,23,5
0.04144486039876938,0.0294126458466053,24,5
0.03926969692111015,0.030574947595596313,25,5
0.04110248386859894,0.03178216144442558,26,5
0.040971819311380386,0.03214145079255104,27,5
0.042870473116636276,0.030657203868031502,28,5
0.041759226471185684,0.03378383070230484,29,5
0.03975460305809975,0.031114529818296432,0,15
0.041815049946308136,0.05985162407159805,1,15
0.04175769165158272,0.04571852460503578,2,15
0.039303530007600784,0.03657972812652588,3,15
0.03963986784219742,0.029742034152150154,4,15
0.04179568961262703,0.040840163826942444,5,15
0.04087184742093086,0.06010909005999565,6,15
0.0430375337600708,0.03297577425837517,7,15
0.04605601727962494,0.049508605152368546,8,15
0.03917267918586731,0.034426745027303696,9,15
0.03990732133388519,0.030028237029910088,10,15
0.03875802457332611,0.029265381395816803,11,15
0.04245106875896454,0.0363156683743,12,15
0.03793279454112053,0.03131449222564697,13,15
0.0400012843310833,0.029245875775814056,14,15
0.047521863132715225,0.04118206724524498,15,15
0.0402466282248497,0.03173127770423889,16,15
0.06306587904691696,0.03404200077056885,17,15
0.044922854751348495,0.03183901309967041,18,15
0.038379717618227005,0.03602874279022217,19,15
0.036910176277160645,0.03925821930170059,20,15
0.045073091983795166,0.03066968359053135,21,15
0.04374298080801964,0.04697658494114876,22,15
0.042866259813308716,0.031031299382448196,23,15
0.04243813827633858,0.02844599261879921,24,15
0.039173662662506104,0.051950741559267044,25,15
0.04076297581195831,0.029384924098849297,26,15
0.04928164929151535,0.03941495344042778,27,15
0.046828821301460266,0.029195494949817657,28,15
0.03744513913989067,0.03886929154396057,29,15
0.03952015936374664,0.0536235086619854,0,25
0.038311924785375595,0.029700495302677155,1,25
0.03798842057585716,0.039823584258556366,2,25
0.04034808650612831,0.05880877748131752,3,25
0.04433046653866768,0.06165757030248642,4,25
0.04335406795144081,0.061907924711704254,5,25
0.042159341275691986,0.06032707914710045,6,25
0.04330933094024658,0.07243336737155914,7,25
0.04580235853791237,0.062075745314359665,8,25
0.0381542332470417,0.03001583367586136,9,25
0.041538435965776443,0.032515618950128555,10,25
0.04009561613202095,0.035126008093357086,11,25
0.04232169687747955,0.07366752624511719,12,25
0.03961705416440964,0.042603131383657455,13,25
0.03841439262032509,0.03520852327346802,14,25
0.0401388518512249,0.03482489660382271,15,25
0.03936414048075676,0.030781809240579605,16,25
0.03929338604211807,0.02867678925395012,17,25
0.03947245702147484,0.03208431974053383,18,25
0.04071247577667236,0.032364167273044586,19,25
0.044609151780605316,0.03212159126996994,20,25
0.04662913829088211,0.03287525847554207,21,25
0.04645862802863121,0.10293681919574738,22,25
0.043867360800504684,0.028843378648161888,23,25
0.06520364433526993,0.05723346397280693,24,25
0.04343397170305252,0.04327644407749176,25,25
0.04926587641239166,0.07720085978507996,26,25
0.03886254131793976,0.028845511376857758,27,25
0.08580312132835388,0.08953335136175156,28,25
0.04624516889452934,0.049326341599226,29,25
