Train Loss,Test Loss,Replicate,Size
0.0676201581954956,0.06608118116855621,0,5
0.07827798277139664,0.05541051924228668,1,5
0.06990077346563339,0.11119361221790314,2,5
0.07764292508363724,0.09539879858493805,3,5
0.2556438446044922,0.6185939311981201,4,5
0.23315714299678802,0.6077187061309814,5,5
0.06965193897485733,0.06260189414024353,6,5
0.0806543380022049,0.14560465514659882,7,5
0.09054756164550781,0.18257537484169006,8,5
0.06877274811267853,0.054789524525403976,9,5
0.08759375661611557,0.17064116895198822,10,5
0.06554502993822098,0.06400123983621597,11,5
0.0833648219704628,0.05944037064909935,12,5
0.06123403087258339,0.06302648037672043,13,5
0.07063926011323929,0.07419265806674957,14,5
0.07667649537324905,0.06316518038511276,15,5
0.07619218528270721,0.09761779010295868,16,5
0.06670963764190674,0.06611035764217377,17,5
0.07227974385023117,0.07724806666374207,18,5
0.0640244334936142,0.0500812903046608,19,5
0.06605416536331177,0.05297163501381874,20,5
0.08007513731718063,0.06863358616828918,21,5
0.07547985017299652,0.13663174211978912,22,5
0.08165184408426285,0.05195681005716324,23,5
0.06536618620157242,0.08305741846561432,24,5
0.06497921049594879,0.08435516804456711,25,5
0.062116723507642746,0.07591621577739716,26,5
0.07718214392662048,0.1080172061920166,27,5
0.07662514597177505,0.14122274518013,28,5
0.06775685399770737,0.08929998427629471,29,5
0.08570645749568939,0.15677201747894287,0,15
0.06641826778650284,0.06536795198917389,1,15
0.07305743545293808,0.09750889241695404,2,15
0.06178504601120949,0.07263296842575073,3,15
0.07952916622161865,0.13340184092521667,4,15
0.07069749385118484,0.11345227807760239,5,15
0.06564172357320786,0.05010038614273071,6,15
0.09233865886926651,0.1749923676252365,7,15
0.1067207083106041,0.22457849979400635,8,15
0.062174201011657715,0.049933210015296936,9,15
0.08695004135370255,0.1625373661518097,10,15
0.0633384957909584,0.064159095287323,11,15
0.08031060546636581,0.1400207132101059,12,15
0.06372495740652084,0.052799005061388016,13,15
0.07357331365346909,0.12580418586730957,14,15
0.059702612459659576,0.06163083761930466,15,15
0.07404647022485733,0.09468084573745728,16,15
0.11302370578050613,0.24151913821697235,17,15
0.05781613662838936,0.06269056349992752,18,15
0.08124518394470215,0.1422388106584549,19,15
0.07344192266464233,0.11418416351079941,20,15
0.09323233366012573,0.16973860561847687,21,15
0.06517588347196579,0.09401393681764603,22,15
0.06460877507925034,0.0565919429063797,23,15
0.06239435076713562,0.054880667477846146,24,15
0.06979814916849136,0.1067659929394722,25,15
0.09411662817001343,0.18745148181915283,26,15
0.06201156601309776,0.048653144389390945,27,15
0.08132286369800568,0.14850156009197235,28,15
0.08296969532966614,0.1485898345708847,29,15
0.07147372514009476,0.06495630741119385,0,25
0.06234710291028023,0.05044727027416229,1,25
0.06912766396999359,0.06652625650167465,2,25
0.12209863215684891,0.2620328664779663,3,25
0.07597929984331131,0.06577324867248535,4,25
0.08186022937297821,0.13496480882167816,5,25
0.0725906491279602,0.06420250982046127,6,25
0.07204107940196991,0.11591136455535889,7,25
0.08055489510297775,0.08467668294906616,8,25
0.06521406024694443,0.08514447510242462,9,25
0.07048119604587555,0.06273999065160751,10,25
0.06408930569887161,0.05733240023255348,11,25
0.06601236760616302,0.05600329115986824,12,25
0.06563302129507065,0.05778341367840767,13,25
0.06871725618839264,0.059871312230825424,14,25
0.08417363464832306,0.154179647564888,15,25
0.0663866326212883,0.057656824588775635,16,25
0.07626726478338242,0.062143079936504364,17,25
0.0697365403175354,0.06650801002979279,18,25
0.0846220850944519,0.1470736712217331,19,25
0.06584539264440536,0.08844136446714401,20,25
0.07460510730743408,0.07543022930622101,21,25
0.06403835117816925,0.08028803020715714,22,25
0.06834449619054794,0.0647323802113533,23,25
0.0854252502322197,0.14498883485794067,24,25
0.07715712487697601,0.12029825150966644,25,25
0.06574400514364243,0.05173563212156296,26,25
0.07901518791913986,0.13532418012619019,27,25
0.07132366299629211,0.11590056121349335,28,25
0.06623509526252747,0.0768529623746872,29,25
