Train Loss,Test Loss,Replicate,Size,Attempts
0.324964702129364,0.8071712851524353,0,5,1
0.3388817608356476,0.7812076210975647,1,5,1
0.2595062255859375,0.6459137201309204,2,5,1
0.5016061067581177,1.0588475465774536,3,5,1
0.3150527775287628,0.714185357093811,4,5,1
0.28700724244117737,0.7133440375328064,5,5,1
0.29631567001342773,0.7181082367897034,6,5,1
0.3013228178024292,0.7230087518692017,7,5,1
0.31323644518852234,0.6555361151695251,8,5,1
0.3743548095226288,0.8851355910301208,9,5,1
0.3800510764122009,0.7958086133003235,10,5,1
0.3980415165424347,0.9534182548522949,11,5,1
0.3173537850379944,0.7778970003128052,12,5,1
0.41922417283058167,0.9004294276237488,13,5,1
0.3237892985343933,0.7420715689659119,14,5,1
0.29418763518333435,0.6431920528411865,15,5,1
0.39219051599502563,0.9117835760116577,16,5,1
0.3078549802303314,0.7424675822257996,17,5,1
0.3969574272632599,0.9324124455451965,18,5,1
1.793837308883667,2.169753313064575,19,5,1
0.4504028558731079,1.1494994163513184,20,5,1
0.3778451979160309,0.950581431388855,21,5,1
0.31412649154663086,0.724534273147583,22,5,1
0.2904812693595886,0.7458471655845642,23,5,1
0.3198468089103699,0.7663840651512146,24,5,1
0.28449398279190063,0.7423887848854065,25,5,1
0.3035416603088379,0.7596414685249329,26,5,1
0.32576048374176025,0.7435470819473267,27,5,1
0.3590967059135437,0.7893430590629578,28,5,1
0.39367565512657166,0.8714150786399841,29,5,1
0.3009836971759796,0.6898759007453918,30,5,1
0.31550753116607666,0.7728468775749207,31,5,1
0.33508312702178955,0.789712131023407,32,5,1
0.30254918336868286,0.785915195941925,33,5,1
0.31296321749687195,0.7547347545623779,34,5,1
0.37047049403190613,0.8101199865341187,35,5,1
0.3934214413166046,0.902268648147583,36,5,1
0.2707711160182953,0.6859382390975952,37,5,1
0.33848506212234497,0.8795607089996338,38,5,1
0.30051350593566895,0.722112774848938,39,5,1
0.37017595767974854,0.8774187564849854,40,5,1
0.3456929624080658,0.880179226398468,41,5,1
0.31750062108039856,0.7657788395881653,42,5,1
0.367676317691803,0.8945335745811462,43,5,1
0.32546159625053406,0.7843406200408936,44,5,1
0.36502963304519653,0.8681412935256958,45,5,1
0.369515061378479,0.8143571019172668,46,5,1
