Train Loss,Test Loss,Replicate,Size,Batch Time,Batch Size,Learning Rate,Learning Rate Step,Iterations,Wall Time
0.35043665766716003,0.48597848415374756,0,5,16,64,0.1,500,500,8.214007139205933
0.22357554733753204,0.23575881123542786,0,5,16,64,0.1,500,1000,16.54165482521057
0.24053476750850677,0.23082026839256287,0,5,16,64,0.1,500,2000,33.06680488586426
0.19866283237934113,0.17059054970741272,0,5,16,64,0.1,500,4000,66.32039880752563
0.27555644512176514,0.49735912680625916,0,5,16,64,0.1,1000,500,8.303657531738281
0.12600664794445038,0.17247365415096283,0,5,16,64,0.1,1000,1000,16.60521388053894
0.10277081280946732,0.10007255524396896,0,5,16,64,0.1,1000,2000,33.31802296638489
0.13553164899349213,0.137516051530838,0,5,16,64,0.1,1000,4000,66.45878028869629
0.6832199096679688,0.4822077453136444,0,5,16,64,0.01,500,500,8.31983757019043
0.5619330406188965,0.45351147651672363,0,5,16,64,0.01,500,1000,16.62085747718811
0.6470632553100586,0.5367695093154907,0,5,16,64,0.01,500,2000,33.23343634605408
0.5620696544647217,0.37916097044944763,0,5,16,64,0.01,500,4000,66.28128719329834
0.496164470911026,0.5001885890960693,0,5,16,64,0.01,1000,500,8.280138969421387
0.39771199226379395,0.731016218662262,0,5,16,64,0.01,1000,1000,16.54270100593567
0.3852386772632599,0.7658647298812866,0,5,16,64,0.01,1000,2000,33.08470034599304
0.4260077476501465,0.7503701448440552,0,5,16,64,0.01,1000,4000,66.25966954231262
0.16324274241924286,0.15157514810562134,0,5,16,128,0.1,500,500,8.761106252670288
0.2056536227464676,0.21805503964424133,0,5,16,128,0.1,500,1000,17.531482219696045
0.2000308483839035,0.2061329185962677,0,5,16,128,0.1,500,2000,34.99531173706055
0.35922771692276,0.6129570007324219,0,5,16,128,0.1,500,4000,70.00139474868774
0.25191813707351685,0.19518059492111206,0,5,16,128,0.1,1000,500,8.772714853286743
0.13281185925006866,0.12360221147537231,0,5,16,128,0.1,1000,1000,17.52630877494812
0.14514492452144623,0.21628257632255554,0,5,16,128,0.1,1000,2000,35.05944561958313
0.1235058531165123,0.11099430173635483,0,5,16,128,0.1,1000,4000,70.19829106330872
0.6935029625892639,0.6655398011207581,0,5,16,128,0.01,500,500,8.777552843093872
0.5820700526237488,0.6738377809524536,0,5,16,128,0.01,500,1000,17.546663284301758
0.5292784571647644,0.5303378701210022,0,5,16,128,0.01,500,2000,35.06566333770752
0.49968698620796204,0.5371689200401306,0,5,16,128,0.01,500,4000,70.10188341140747
0.6174190640449524,0.3783351480960846,0,5,16,128,0.01,1000,500,8.771430730819702
0.6763188242912292,0.3049844801425934,0,5,16,128,0.01,1000,1000,17.55231761932373
0.3928740322589874,0.7938414812088013,0,5,16,128,0.01,1000,2000,35.07934808731079
0.47957131266593933,0.7291933298110962,0,5,16,128,0.01,1000,4000,70.19258832931519
0.407509982585907,0.643716037273407,0,5,16,256,0.1,500,500,9.226200103759766
0.3227817714214325,0.47723567485809326,0,5,16,256,0.1,500,1000,18.467845916748047
0.21223558485507965,0.29732629656791687,0,5,16,256,0.1,500,2000,36.92825627326965
0.2069123387336731,0.2943476140499115,0,5,16,256,0.1,500,4000,73.85825872421265
0.28072047233581543,0.42148932814598083,0,5,16,256,0.1,1000,500,9.244318723678589
0.11109042167663574,0.11015421152114868,0,5,16,256,0.1,1000,1000,18.456613063812256
0.1175466924905777,0.12668932974338531,0,5,16,256,0.1,1000,2000,36.89486598968506
0.1290980726480484,0.22360999882221222,0,5,16,256,0.1,1000,4000,73.77040362358093
0.629020094871521,0.5600306987762451,0,5,16,256,0.01,500,500,9.226751565933228
0.5903639197349548,0.5389969348907471,0,5,16,256,0.01,500,1000,18.44489288330078
0.46471309661865234,0.691010057926178,0,5,16,256,0.01,500,2000,36.90712308883667
0.6398934721946716,0.7494041323661804,0,5,16,256,0.01,500,4000,73.84472918510437
0.5710353851318359,0.5098975300788879,0,5,16,256,0.01,1000,500,9.22970724105835
0.6656098365783691,0.29668915271759033,0,5,16,256,0.01,1000,1000,18.456048250198364
0.41178426146507263,0.7359644770622253,0,5,16,256,0.01,1000,2000,36.926689863204956
0.4375222623348236,0.8734569549560547,0,5,16,256,0.01,1000,4000,73.74696516990662
0.1919470876455307,0.12515977025032043,0,5,32,64,0.1,500,500,16.856963634490967
0.2596507966518402,0.7168132662773132,0,5,32,64,0.1,500,1000,33.78999042510986
0.1607505977153778,0.48658812046051025,0,5,32,64,0.1,500,2000,67.44877243041992
0.0870954841375351,0.08528994768857956,0,5,32,64,0.1,500,4000,134.9492220878601
0.18118169903755188,0.41977787017822266,0,5,32,64,0.1,1000,500,16.80939745903015
0.08133253455162048,0.09873194992542267,0,5,32,64,0.1,1000,1000,33.75780367851257
0.09727808088064194,0.06522193551063538,0,5,32,64,0.1,1000,2000,67.34935426712036
0.10133035480976105,0.2146361768245697,0,5,32,64,0.1,1000,4000,134.9288191795349
1.2083112001419067,0.5206090807914734,0,5,32,64,0.01,500,500,16.82151985168457
0.9646420478820801,0.5687192678451538,0,5,32,64,0.01,500,1000,33.71343421936035
0.9173234105110168,0.5396668910980225,0,5,32,64,0.01,500,2000,67.40639615058899
0.9598905444145203,0.5107129216194153,0,5,32,64,0.01,500,4000,134.85490012168884
0.9882312417030334,0.5091680884361267,0,5,32,64,0.01,1000,500,16.82166075706482
2.7097012996673584,2.7537662982940674,0,5,32,64,0.01,1000,1000,33.68535757064819
0.6602212190628052,0.6583561897277832,0,5,32,64,0.01,1000,2000,67.44972610473633
0.6248315572738647,0.3416990041732788,0,5,32,64,0.01,1000,4000,134.97232103347778
0.41899800300598145,,0,5,32,128,0.1,500,500,17.888395071029663
0.10582735389471054,0.23409181833267212,0,5,32,128,0.1,500,1000,35.87241768836975
0.10399240255355835,0.08297168463468552,0,5,32,128,0.1,500,2000,71.73973298072815
0.09931352734565735,0.18598350882530212,0,5,32,128,0.1,500,4000,143.49747490882874
0.12307990342378616,0.18751849234104156,0,5,32,128,0.1,1000,500,17.951859712600708
0.14541994035243988,0.21579930186271667,0,5,32,128,0.1,1000,1000,35.88472366333008
0.07723770290613174,0.07443730533123016,0,5,32,128,0.1,1000,2000,71.69723534584045
0.07708066701889038,0.0506146177649498,0,5,32,128,0.1,1000,4000,143.424560546875
0.9099776744842529,0.504530668258667,0,5,32,128,0.01,500,500,17.949188232421875
0.7015233039855957,0.5034663677215576,0,5,32,128,0.01,500,1000,35.876046895980835
1.3804045915603638,0.5981444120407104,0,5,32,128,0.01,500,2000,71.7159640789032
0.7655120491981506,0.546994686126709,0,5,32,128,0.01,500,4000,143.54978370666504
1.0097391605377197,0.495133638381958,0,5,32,128,0.01,1000,500,17.97371792793274
0.5701039433479309,,0,5,32,128,0.01,1000,1000,35.86756944656372
0.6980976462364197,0.5619415044784546,0,5,32,128,0.01,1000,2000,71.66154050827026
0.4968431293964386,0.7061898112297058,0,5,32,128,0.01,1000,4000,143.28571391105652
0.23979513347148895,0.3733524978160858,0,5,32,256,0.1,500,500,18.932451248168945
0.10132542997598648,0.17603322863578796,0,5,32,256,0.1,500,1000,37.75039196014404
0.11431433260440826,0.23793232440948486,0,5,32,256,0.1,500,2000,75.46620655059814
0.23293830454349518,0.7119771838188171,0,5,32,256,0.1,500,4000,151.09782600402832
0.13095924258232117,0.14979970455169678,0,5,32,256,0.1,1000,500,18.921669483184814
0.08560395240783691,0.09776061773300171,0,5,32,256,0.1,1000,1000,37.71777868270874
0.08233310282230377,0.05907081067562103,0,5,32,256,0.1,1000,2000,75.60310101509094
0.06357342004776001,0.05826259031891823,0,5,32,256,0.1,1000,4000,151.13479781150818
1.0055785179138184,0.5085703730583191,0,5,32,256,0.01,500,500,18.882863521575928
0.7651934027671814,0.6585873365402222,0,5,32,256,0.01,500,1000,37.72905778884888
1.4365054368972778,0.6163405179977417,0,5,32,256,0.01,500,2000,75.51545476913452
0.7125517129898071,0.5199065208435059,0,5,32,256,0.01,500,4000,151.01777124404907
1.0778709650039673,0.5751422047615051,0,5,32,256,0.01,1000,500,18.84252619743347
0.5589097142219543,0.4633066952228546,0,5,32,256,0.01,1000,1000,37.768495321273804
3.3572239875793457,2.410287380218506,0,5,32,256,0.01,1000,2000,75.44148635864258
0.45261678099632263,0.7255242466926575,0,5,32,256,0.01,1000,4000,151.02904319763184
0.23510241508483887,0.6514867544174194,0,5,64,64,0.1,500,500,34.2944610118866
0.1927059143781662,0.6442484259605408,0,5,64,64,0.1,500,1000,68.55561447143555
0.20047590136528015,,0,5,64,64,0.1,500,2000,136.88361811637878
0.2391722947359085,0.37210044264793396,0,5,64,64,0.1,500,4000,274.2696068286896
0.19551467895507812,0.3245086073875427,0,5,64,64,0.1,1000,500,34.34619379043579
0.16792261600494385,0.29417821764945984,0,5,64,64,0.1,1000,1000,68.88400721549988
0.1523422747850418,0.2701084017753601,0,5,64,64,0.1,1000,2000,137.80320286750793
,,0,5,64,64,0.1,1000,4000,276.28126764297485
0.9932094812393188,0.47450295090675354,0,5,64,64,0.01,500,500,34.3991539478302
0.9893553256988525,0.4259091317653656,0,5,64,64,0.01,500,1000,68.92257833480835
1.2159221172332764,2.207498073577881,0,5,64,64,0.01,500,2000,137.50849270820618
0.9228440523147583,0.4632498323917389,0,5,64,64,0.01,500,4000,275.59550619125366
0.946002721786499,1.2681329250335693,0,5,64,64,0.01,1000,500,34.43262505531311
0.9733069539070129,0.4325072765350342,0,5,64,64,0.01,1000,1000,68.9213240146637
0.3742544651031494,0.8205099105834961,0,5,64,64,0.01,1000,2000,135.95374822616577
0.33224067091941833,0.8785942792892456,0,5,64,64,0.01,1000,4000,266.0174615383148
0.2021009474992752,0.5516075491905212,0,5,64,128,0.1,500,500,36.53221321105957
,,0,5,64,128,0.1,500,1000,73.64625382423401
,,0,5,64,128,0.1,500,2000,147.5265564918518
0.18638969957828522,0.26667505502700806,0,5,64,128,0.1,500,4000,291.53930711746216
0.19266334176063538,0.34419214725494385,0,5,64,128,0.1,1000,500,36.46672821044922
0.286243736743927,0.3392612636089325,0,5,64,128,0.1,1000,1000,72.99828338623047
0.17696480453014374,0.5515443086624146,0,5,64,128,0.1,1000,2000,145.97794437408447
0.20371468365192413,,0,5,64,128,0.1,1000,4000,292.2145321369171
1.0257554054260254,0.4427913725376129,0,5,64,128,0.01,500,500,36.48739719390869
1.1756285429000854,0.8951806426048279,0,5,64,128,0.01,500,1000,72.98904848098755
0.915593683719635,0.4454415440559387,0,5,64,128,0.01,500,2000,145.91791105270386
1.0227205753326416,0.4718928039073944,0,5,64,128,0.01,500,4000,291.89540004730225
1.018802285194397,0.5724576115608215,0,5,64,128,0.01,1000,500,36.46509075164795
1.334608554840088,0.5711316466331482,0,5,64,128,0.01,1000,1000,72.94744563102722
0.8618779182434082,0.42524847388267517,0,5,64,128,0.01,1000,2000,146.03728318214417
